fold,epoch,model_variant,pg_estimator,train_loss,train_incremental_objective_mean,train_policy_success_mean,train_mse_loss,train_fairness_penalty,train_mean_rs_allocation,train_mean_score,train_max_score,train_min_score,train_mean_expected_cost,train_total_predicted_cost,train_batch_budget,train_realized_cost,train_budget_fraction,val_loss,val_incremental_objective_mean,val_policy_success_mean,val_mse_loss,val_fairness_penalty,val_mean_rs_allocation,val_mean_score,val_max_score,val_min_score,val_mean_expected_cost,val_total_predicted_cost,val_batch_budget,val_realized_cost,val_budget_fraction
1,11,rs,central,-0.03291885563257066,0.0543537940512496,0.5084393336014315,0.02143493870442564,0.003082128990957823,0.06303267130120234,0.47312523424625397,0.97547508911653,-0.06275631622834639,0.6918838945302096,176.13535100763494,9.355341872031039,9.185841274532406,0.05306570271884021,-0.015451705238471428,0.03628068471637865,0.4856942494710286,0.020828979400297005,0.006391568196704611,0.04227430808047453,0.48591447869936627,0.9490906298160553,0.00047965844472249347,0.6955923736095428,162.37022399902344,7.189008454481761,6.915875454743703,0.04161789043771275
1,12,rs,central,-0.028143094937232407,0.04951614767990329,0.49889897487380286,0.021373053165999325,0.003950246222468029,0.05743202143772082,0.47376248240470886,0.9757612753998149,-0.06100735068321228,0.6862475574016571,174.68826085870916,8.466829042543065,8.271612543951381,0.04842084842625171,-0.007580218681444724,0.027354013950874407,0.48352568844954175,0.01977379557987054,0.007867622781001652,0.03194444626569748,0.4694140205780665,0.939103235801061,-4.038214683532715e-05,0.6816833714644114,159.14844512939453,4.094193716843923,3.9087793032328286,0.03177336861763239
1,13,rs,central,-0.03032438080249862,0.049449962182817137,0.5265879509123889,0.01912558087232438,0.00362730161558292,0.058641943911259826,0.43551522899757733,0.9635696573690935,-0.07542053677818993,0.6728193732825193,171.23845256458628,8.450909750705415,8.304871656677939,0.04936653056961949,-0.02279284627487262,0.04257925103108088,0.5183360725641251,0.019786405377089977,0.007247128403793231,0.04943576455116272,0.45696427424748737,0.9443303743998209,-0.0009172658125559489,0.6921873390674591,161.6251017252604,7.918563723564148,7.780898253122966,0.04775402718774511
1,14,rs,central,-0.02633311269296841,0.04709798647937449,0.5089923576875166,0.02076487404040315,0.0045546150916131655,0.054132001220502636,0.4631275954571637,0.9726003381338987,-0.06412469527938149,0.6886524937369607,175.2893496426669,8.125600747086786,7.929763392968611,0.04624017207551778,-0.021516920998692513,0.04147635089854399,0.5150886724392573,0.019959429589410622,0.007637218500652428,0.04741753606746594,0.4592760552962621,0.950424979130427,-0.003118594487508138,0.6917288800080618,161.52722295125326,7.417489210764567,7.257530927658081,0.04722363981099731
1,15,rs,central,-0.02524377414110032,0.044697044216181064,0.5194575596939434,0.01945326959883625,0.0035525845359361792,0.05267096238888123,0.4395816095850684,0.9662705090912905,-0.09429410912773827,0.6725460697304119,171.1987928910689,7.5437232391400775,7.364110342480919,0.04417165360749632,-0.030358193442225456,0.049514079466462135,0.5146103203296661,0.019155885713795822,0.007981267558927621,0.058355036502083145,0.45381659766038257,0.9386142194271088,-0.005889107783635457,0.6732737720012665,157.2428995768229,8.561433792114258,8.342808802922567,0.05701878945405183
1,16,rs,central,-0.04055951705033129,0.06098144305658273,0.5177391415292566,0.020421925678171894,0.0037047406213704644,0.0702643081207167,0.4650771983645179,0.9746888008984652,-0.09667339379137213,0.6841165938160636,174.12404840642756,10.535726430741223,10.35132679885084,0.060690573073341886,-0.021341672477622826,0.04304533607016007,0.49795058369636536,0.021703663282096386,0.006530997899972135,0.04879340281089147,0.4874887814124425,0.9632124304771423,-0.0029661953449249268,0.7069305181503296,165.0646769205729,7.908037344614665,7.737156351407369,0.047903143142037447
1,17,rs,central,-0.03173670088025657,0.05266726651990956,0.5155232562260195,0.020930565978315743,0.00476217348593557,0.05989245272410864,0.46414135125550354,0.9754389470273798,-0.09790192950855602,0.6895581348375841,175.54128404097125,9.136409326710485,8.95311928879131,0.05197185080677167,-0.03826506622135639,0.05824104075630506,0.5280102491378784,0.01997597422450781,0.0065214976263329545,0.06683159992098808,0.4608515153328578,0.9522138237953186,-0.007178475459416707,0.688600480556488,160.80780537923178,10.244913657506308,10.06455890337626,0.06636639945333316
1,18,rs,central,-0.0362023189663887,0.056545044274323365,0.5200057205828753,0.02034272507510402,0.004371087403827997,0.06522169302810323,0.4574784568764947,0.9730689498511228,-0.09762097488750111,0.6815257722681219,173.46428125554866,9.89028615843166,9.709756114266135,0.05708917431431723,-0.01666073439021905,0.0369804889584581,0.503866250316302,0.020319754568239052,0.006553447208110204,0.0423394109432896,0.4661965270837148,0.9534530639648438,-0.009257266918818155,0.6921330392360687,161.64241790771484,6.247123837471008,6.006382505098979,0.042695154026581396
1,19,rs,central,-0.030293015974827787,0.05065695894882083,0.5092478340322321,0.020363943143324417,0.0033551410101195374,0.05816507872871377,0.4629908000881022,0.9731406975876201,-0.09313337098468434,0.6829498356038873,173.84784143621272,8.923038845712489,8.740653092210943,0.050985750589193364,-0.017674076991776626,0.036914728581905365,0.5068047841389974,0.01924065159012874,0.007575590875452083,0.042990452609956264,0.45269007484118146,0.942785382270813,-0.015011837085088095,0.6778009037176768,158.33782450358072,6.189017429947853,5.9367557764053345,0.04331188779984168
1,20,rs,central,-0.02412642906843261,0.04300031552768566,0.5150040035898035,0.018873886882581493,0.004076519616174582,0.050071022134612904,0.4394864467057315,0.9636978642507033,-0.10267529704354027,0.6687705002047799,170.22512609308416,7.392569170756773,7.237009481950239,0.04327582232007585,-0.02969482432429989,0.04868466515714923,0.5252833714087805,0.018989840522408485,0.006616593117845089,0.05710069431612889,0.44398915270964306,0.9414704541365305,-0.020746787389119465,0.6747104525566101,157.64923858642578,9.235050360361734,9.039219816525778,0.05624540239635764
1,21,rs,central,-0.025951023848558016,0.044346989852122286,0.5279743725603278,0.01839596549557014,0.002698313756024039,0.05244521178643812,0.42281734401529486,0.9604502970522101,-0.1252700307152488,0.662824955853549,168.71694738214666,7.545392054048452,7.367977088147944,0.04486544011523633,-0.03598006255924702,0.05507849187900623,0.5296389410893122,0.019098428698877495,0.007749457177851582,0.06440972071141005,0.44187944134076435,0.9410800238450369,-0.027711649735768635,0.6694552501042684,156.4319814046224,9.985760788122812,9.751554449399313,0.06346369781800942
1,22,rs,central,-0.02957889543507587,0.04976078560999171,0.5201073681766336,0.020181889984418045,0.0038178041005184323,0.05733056103979999,0.4498380558057265,0.9698710712519559,-0.11881977048787204,0.680501401424408,173.2443750554865,8.7244031754407,8.57415322823958,0.050463740524260677,-0.027838438128431637,0.04734353317568699,0.5161554217338562,0.019505095668137074,0.006441169032768812,0.054457468601564564,0.4515835444132487,0.9456565578778585,-0.028102964162826538,0.6736189226309458,157.38203938802084,9.277781784534454,9.071083555618921,0.05479681474601627
1,23,rs,central,-0.02723142970353365,0.04592624611475251,0.533991052345796,0.018694816580550236,0.0036692755807466297,0.052663352425125515,0.4261434891007163,0.965720618313009,-0.12511966716159473,0.6717747774991122,171.00622073086825,7.995409347794273,7.823622286319733,0.04698973809026064,-0.0246232229595383,0.042522507098813854,0.5402460396289825,0.017899283518393833,0.006883712387207197,0.049739583084980644,0.4138433833916982,0.9318606456120809,-0.030805041392644245,0.66305011510849,154.91957092285156,7.414757410685222,7.1503206094106035,0.05083900781128905
1,24,rs,central,-0.023821024139496414,0.042295200411568985,0.5263084457679228,0.018474176399071108,0.003860139686036167,0.04961191291328181,0.42147301679307764,0.9647825170647014,-0.12949220700697464,0.6608637192032554,168.2051211270419,7.276643899354068,7.109433954412287,0.04331987037490652,-0.02451950901498397,0.04343853580454985,0.5375439922014872,0.018919026479125023,0.007787336381928374,0.050455729166666664,0.42756320039431256,0.949479877948761,-0.03149258097012838,0.6765559812386831,158.06079610188803,7.987365961074829,7.784318129221599,0.050666968062351846
1,25,rs,central,-0.03237712806598707,0.0522550991313024,0.5218276381492615,0.019877971149981022,0.0030474933148732157,0.06001166859641671,0.44725353203036566,0.9718065045096658,-0.1143918823112141,0.6760984523729845,172.0886223532937,9.213858170942826,9.0222219878977,0.05337416763350622,-0.011156078738470873,0.03137411743712922,0.5041158099969228,0.020218038621048134,0.010117371512781878,0.03589409915730357,0.45517852405707043,0.9534222980340322,-0.02913135290145874,0.6847124000390371,159.9835001627604,6.209156821171443,6.05222691098849,0.03621931600719703
1,26,rs,central,-0.02755016757344658,0.046248863811012016,0.5279547666961496,0.018698696047067642,0.004945535499824804,0.05446428737857125,0.42766825041987677,0.9621484008702365,-0.14941313050009988,0.6655059185895053,169.3737030029297,8.168497360565446,7.989701634103602,0.04858117899834018,-0.02861768938601017,0.04900333130111297,0.515694131453832,0.02038564160466194,0.008790318238728409,0.05568576557561755,0.46164486308892566,0.9514042238394419,-0.0251214603583018,0.6850096782048544,160.06689834594727,9.590646574894587,9.394841512044271,0.05525422557186436
1,27,rs,central,-0.03267820120196451,0.0526492494920438,0.5170377072962847,0.019971048459410667,0.004358784597570775,0.06024502856995572,0.45739461752501404,0.9718771197579124,-0.12281205979260532,0.6791938516226682,172.8841094970703,9.2612166242166,9.095198447054083,0.05365649148372321,-0.02902576420456171,0.048823305716117225,0.5174988706906637,0.01979754151155551,0.008186945392177828,0.055946182614813246,0.45571811000506085,0.9471385876337687,-0.028719007968902588,0.6790768007437388,158.6803944905599,9.71454938252767,9.415049741665522,0.05692816392985122
1,28,rs,central,-0.03772431434216825,0.05740172770509327,0.5235227861187675,0.01967741388150237,0.004433248324362053,0.06557173408906568,0.45284333418716083,0.9672853757034648,-0.10528902574018999,0.6790420575575395,172.81192085959694,10.20419949834997,10.041457970033992,0.05909434644989095,-0.044680104280511536,0.06503890827298164,0.549638549486796,0.020358802750706673,0.007814586839079615,0.07324218874176343,0.45245374739170074,0.9527215659618378,-0.022707303365071613,0.6977867484092712,163.03561782836914,12.084264993667603,11.846753438313803,0.07335589425415358
1,29,rs,central,-0.023883785798468372,0.04294318426400423,0.522702922875231,0.01905939821153879,0.00476158931368528,0.049464794087477705,0.43704036284576764,0.9634533199397001,-0.11393153125589545,0.674904235384681,171.8174813010476,7.527364340695468,7.343325587836179,0.04381579690949181,-0.012748985861738523,0.031215540366247296,0.5200146188338598,0.018466554582118988,0.007916617289386826,0.03641493199393153,0.42589400211970013,0.9361459116141001,-0.038301050662994385,0.666481206814448,155.7394701639811,6.07082415620486,5.910922437906265,0.036469201136198136
1,30,rs,central,-0.030829124237326058,0.04971230000426823,0.5257241089235652,0.018883175555277954,0.0043516682063372255,0.057421875270930206,0.43877184661951935,0.9628658944910223,-0.1325716024095362,0.6726179718971252,171.21356409246272,8.821906512433833,8.639836838299578,0.05175397092535378,-0.021605989585320156,0.04127695721884569,0.517155518134435,0.019670967012643814,0.008448480604177652,0.047460939114292465,0.4488201290369034,0.9467057883739471,-0.03512271245320638,0.6795075237751007,158.7684122721354,7.881600538889567,7.665013412634532,0.04779686048173603
2,1,rs,central,0.016615385993976484,0.00674831601050259,0.5043918971310962,0.023363702083853157,0.001134434341193727,0.0543247782625258,0.02108106360008771,0.293116222051057,-0.2521334358237006,0.32476271282542835,82.39298872514205,3.4832237498326735,3.426234730942683,0.04415650501348118,0.007198388843486707,0.009464802763735255,0.6875729660193125,0.016663191684832174,0.002936647205691164,0.05729600880295038,0.08944410954912503,0.2582835058371226,-0.008914421002070108,0.5160609285036722,120.49890963236491,5.193321446577708,5.118853251139323,0.04143500980745505
2,2,rs,central,-0.01573731940747662,0.032900550148703835,0.6559931581670587,0.017163230741227217,0.0031090371417535193,0.08128297642212022,0.19881104203787717,0.6419992067597129,-0.1537960564548319,0.5796174298633229,147.39226046475497,7.5709539380940525,7.498560276898471,0.05205902566382115,-0.008027450026323399,0.027083298346648615,0.6087597211201986,0.019055848320325215,0.007806298924454798,0.04756944688657919,0.32687072455883026,0.7371184825897217,0.009267956018447876,0.6755775809288025,157.6862335205078,4.892106751600902,4.776507596174876,0.031587951278264505
2,3,rs,central,-0.02786048793826591,0.050853637428107584,0.5562913715839386,0.02299314948984168,0.004739516716323455,0.06884385188194839,0.4235531159422614,0.9281937588344921,-0.02563176913694902,0.7074547166174109,180.06546089865944,8.699125707149506,8.563095184889706,0.04844161223198449,-0.008498755594094595,0.033594621966282524,0.443022424976031,0.025095865751306217,0.006252811290323734,0.041093751322478056,0.5444610516230265,0.9220515886942545,0.014905323584874472,0.7363578577836355,171.9156926472982,5.046036124229431,4.85841429233551,0.03522847459836607
2,4,rs,central,-0.04642991552298719,0.07232807119461623,0.49070747873999854,0.025898155925626106,0.003172067920693487,0.08466670103371143,0.5267358801581643,0.9708062003959309,-0.012027068571610884,0.7306797666983171,185.9949583573775,12.042065046050332,11.896652351726186,0.06465478434746827,-0.025673544344802696,0.05193766284113129,0.4517524192730586,0.026264117720226448,0.004382124519906938,0.05983072845265269,0.561569352944692,0.9495497544606527,0.007082651058832805,0.7472887933254242,174.50397491455078,9.619751811027527,9.423287689685822,0.054370772104205954
2,5,rs,central,-0.024347792040895332,0.04878412889824672,0.481058959256519,0.024436336688020012,0.0047737806876698005,0.05724178199571642,0.5100216933272101,0.970561222596602,-0.02965046059001576,0.722932447086681,184.0410149314187,8.033267590132626,7.867713169618086,0.04395602121329844,-0.015585928224027157,0.038055962805325784,0.46703605353832245,0.022470034658908844,0.003457206980480502,0.04559461881096164,0.5152580638726553,0.9323091705640157,0.004415591557820638,0.7136707305908203,166.63160451253256,7.366936614116033,7.207554032405217,0.04098425430061676
2,6,rs,central,-0.037617584351788864,0.060345772484486755,0.5016771717505022,0.022728187540038067,0.0035326395743388935,0.07118760244074193,0.4940065253864635,0.967975689606233,-0.05303956432776018,0.7085253162817522,180.34254178133878,10.35704691843553,10.176014976067977,0.05753925666251633,-0.027427051682025194,0.05088141389812032,0.48717565337816876,0.02345436221609513,0.0040874465291077895,0.058550348660598196,0.5161662300427755,0.9442630708217621,0.002491543690363566,0.7256433367729187,169.4072748819987,10.041496405998865,9.83095214764277,0.05489487052474629
2,7,rs,central,-0.03366091944785281,0.05660566380670802,0.4983169883489609,0.02294474509967999,0.004470617682024816,0.0656047093427994,0.49642248858105054,0.9728770445693623,-0.04553163864395835,0.7105154151266272,180.87821891091087,9.684937715530396,9.506656749681992,0.05333868580948602,-0.024313182414819796,0.04738500760868192,0.4548266480366389,0.023071825814743836,0.0056599700668205815,0.05523003715400895,0.5331506431102753,0.9494743744532267,0.002220839262008667,0.704777350028356,164.53945922851562,9.143830885489782,8.927562534809113,0.051437020506410636
2,8,rs,central,-0.02036236273124814,0.041753179097378794,0.4890993698076768,0.021390816535462032,0.005860375333466808,0.04949269579215483,0.4776840873739936,0.9666404561562971,-0.07503216645934364,0.6910361891443079,175.8878999189897,6.699225501580671,6.5123952789740125,0.03823437646235011,-0.011809891865899166,0.03213835181668401,0.49514901141325635,0.020328459950784843,0.006792054569814354,0.038107641972601414,0.4714496086041133,0.9257972339789072,0.0008013447125752767,0.6956321795781454,162.36953099568686,5.165329838792483,4.931354194879532,0.03614222981547211
2,9,rs,central,-0.023124690040607344,0.04302938030609353,0.5231067064133558,0.01990469020198692,0.005726528040461496,0.050656960663301026,0.4437086297707124,0.9621662443334406,-0.06521676074374806,0.6876133978366852,175.02971024946734,7.210216753184795,7.027730017900467,0.041128937283884774,-0.03272871704151233,0.052864273466790714,0.5134569307168325,0.02013555634766817,0.004917885196239998,0.061914063058793545,0.46874142189820606,0.9292686680952708,7.37309455871582e-05,0.686952124039332,160.35452016194662,9.581936736901602,9.376350303490957,0.05880728420214293
2,10,rs,central,-0.03516915432092818,0.05570519740947268,0.5256663845344023,0.020536043427207253,0.006141558738652913,0.06467126686633988,0.45406927303834393,0.9684798907149922,-0.07880128784613176,0.6862141002308239,174.6788094260476,9.528075695037842,9.365401303226298,0.05425400832717903,-0.027604398007194202,0.04952375094095866,0.49327480296293896,0.021919353244205315,0.006173167746358861,0.056358508144815765,0.49376559754212695,0.9520174960295359,-0.0005794266859690348,0.6981652279694875,162.97382354736328,9.125899712244669,8.909685611724854,0.054787505481307265
2,11,rs,central,-0.034802750176326794,0.05649988200854172,0.5207111036235635,0.02169713166288354,0.005145619063775733,0.06458248938857154,0.4663088877092708,0.9775318963961168,-0.08600685813210228,0.6948357224464417,176.89062708074397,9.812823317267679,9.640983825380152,0.05530277658799341,-0.03611600895722707,0.05715684033930302,0.5102228323618571,0.02104083200295766,0.005957209718568872,0.06589409584800403,0.47966918845971424,0.9504621624946594,-0.002663483222325643,0.6906803846359253,161.1659901936849,9.98286255200704,9.755579789479574,0.06416085589976472
2,12,rs,central,-0.02937331592494791,0.04891827287660404,0.5247208706357263,0.019544957120987503,0.004371081059534018,0.057287439576942815,0.4415935386310924,0.9674668393351815,-0.080723914233121,0.6746018962426619,171.698222767223,8.190323388034647,8.027246784080159,0.04802617257820348,-0.021137658817072708,0.041471129981800914,0.5152337352434794,0.020333470466236275,0.006558045754597212,0.047981771950920425,0.45793632169564563,0.9434244533379873,-0.005365163087844849,0.6906974414984385,161.1462860107422,7.097527086734772,6.836202502250671,0.04672983656469212
2,13,rs,central,-0.02722823933105577,0.047847911419177595,0.5228541357950731,0.02061967213045467,0.00563925687972435,0.0546697447584434,0.45094767348332837,0.9721009053967216,-0.10352380031889136,0.6893487274646759,175.4720264781605,8.275541974739594,8.079377453435551,0.04700917524719443,-0.037038903683423996,0.057814438516894974,0.514454131325086,0.02077553452303012,0.006420997204259038,0.06631944887340069,0.47205570340156555,0.9526504079500834,-0.009892245133717855,0.6850879788398743,159.83442179361978,10.037986238797506,9.805321653683981,0.06537466182994738
2,14,rs,central,-0.024388083214448256,0.043433928809298035,0.5264212909069929,0.0190458455207673,0.004613699010488662,0.051270799880678,0.42747853696346283,0.9668476608666506,-0.09796246615323154,0.669397156346928,170.37700167569247,7.419797003269196,7.263761850920591,0.04351060723612053,-0.043079325618843235,0.06266478883723418,0.5456999440987905,0.019585462907950085,0.006988215104987224,0.07246093948682149,0.44227341810862225,0.9422588348388672,-0.013810882965723673,0.6817033191521963,159.0659968058268,11.082377274831137,10.948389768600464,0.06991013718968421
2,15,rs,central,-0.03503902366554195,0.0548798522319306,0.5348878326741132,0.01984082865105434,0.006369602202374319,0.06372514130039648,0.43721185895529663,0.9670727740634572,-0.09380027109926398,0.6753503382205963,171.8912679498846,9.369733935052698,9.204964518547058,0.054407243616387185,-0.013758486757675806,0.035665017242232956,0.49092593789100647,0.021906530484557152,0.0071061147609725595,0.04025173746049404,0.48213506241639453,0.9605229794979095,-0.012278924385706583,0.6983435849348704,162.94112014770508,6.7312527894973755,6.511011044184367,0.04029046120985187
2,16,rs,central,-0.029645947908813305,0.05022528689269992,0.5242277356711301,0.020579339343715797,0.005563203516761529,0.057789672441272574,0.4498179947788065,0.9723716351118955,-0.09984126957980069,0.6857301538640802,174.5647860440341,8.828843062574213,8.639476364309138,0.05041472454316347,-0.03762977352986733,0.058255100001891456,0.5129967033863068,0.0206253274033467,0.005939865329613288,0.0670703152815501,0.47040127217769623,0.95034792025884,-0.017683943112691242,0.6805141965548197,158.7599983215332,10.245387444893518,9.986618757247925,0.06595388819109592
2,17,rs,central,-0.032747999891977415,0.0529837866991081,0.5228766053915024,0.02023578689179637,0.0053857933724595405,0.06061282677745277,0.4501672793518413,0.9708738001910123,-0.1088836518200961,0.6792521151629362,172.9056396484375,9.039633582938801,8.84873024441979,0.052581960760260844,-0.03184617279718319,0.05166609243800243,0.5234103898207346,0.019819919330378372,0.005513285543808403,0.059379342632989086,0.4523948182662328,0.9475976526737213,-0.02098657687505086,0.678991436958313,158.402951558431,9.249115705490112,9.11831239859263,0.05823856499196132
2,18,rs,central,-0.02737857528369535,0.046257140464149415,0.5344390652396462,0.01887856466187672,0.006968569535249552,0.05403054082258181,0.4239996509118514,0.9637433209202506,-0.11955719373442909,0.6670724993402307,169.7896721579812,7.743957408449867,7.573772338303653,0.04584164784238584,-0.025209075926492613,0.04493026761338115,0.5343692203362783,0.019721191997329395,0.006122102039322878,0.051901042461395264,0.438132976492246,0.9481669763724009,-0.02678637703259786,0.683750182390213,159.5251604715983,8.081006586551666,7.938633004824321,0.05100983764723343
2,19,rs,central,-0.027503594671460716,0.047240287996828556,0.5335246094248511,0.01973669341003353,0.005657872291604607,0.05398995624008504,0.4369438737630844,0.9738907841118899,-0.09964375333352522,0.6823884655128826,173.72009832208806,8.271652804179626,8.093853534622626,0.04793194824580877,-0.021900651045143604,0.04122995998477563,0.5299209704001745,0.019329308532178402,0.007145826374956717,0.048003473629554115,0.43103459974129993,0.9467182556788126,-0.03537371754646301,0.6728254655996958,156.9321085611979,6.991011460622151,6.787965873877208,0.04809173590728948
2,20,rs,central,-0.03833541413769126,0.05830318992957473,0.5336101366714998,0.019967775876549156,0.0048569107141867626,0.06693131154911085,0.44339921935038135,0.9717200235887007,-0.1217330965128812,0.676395979794589,172.1393155184659,10.179365699941462,9.978302532976324,0.05916834318655916,-0.020846970068911713,0.0430903018762668,0.5162601272265116,0.022243331496914227,0.0069743627100251615,0.04782986485709747,0.4714333911736806,0.9658063153425852,-0.020451943079630535,0.7096220652262369,165.5646006266276,7.7069046547015505,7.478530486424764,0.0483504336219986
2,21,rs,central,-0.0335891334424642,0.053649842188778246,0.5289956642822786,0.02006070874631405,0.0059431480200683754,0.06109222977168181,0.4477846920490265,0.9747055823152716,-0.11483927748420021,0.6840329983017661,174.10419880260122,9.403828951445492,9.21665262634104,0.05380286998186346,-0.0027818127224842706,0.023079746402800083,0.49743885298569995,0.02029793368031581,0.008116703640553169,0.026605903636664152,0.45211564004421234,0.9542231261730194,-0.031153082847595215,0.6826986273129781,159.2479133605957,4.072589692970117,3.866712192694346,0.02691499521333579
2,22,rs,central,-0.02886438805779273,0.04736901439768686,0.5314834415912628,0.018504626498642294,0.0054528500225966454,0.055468750186264515,0.4202586046674035,0.9656198106028817,-0.14351375536485153,0.6611661585894498,168.27746027166194,8.133057342334228,7.974946196783673,0.04856664773755769,-0.028008103060225647,0.04771723598241806,0.5441724956035614,0.019709132922192413,0.007397208944894373,0.054557292411724724,0.43044547736644745,0.9511207342147827,-0.03503137826919556,0.6835685273011526,159.44500732421875,8.321313738822937,8.161130666732788,0.05416231907457045
