epoch,model_variant,pg_estimator,train_loss,train_policy_success_mean,train_mse_loss,train_fairness_penalty,train_mean_score,train_max_score,train_min_score,train_mean_expected_cost,train_total_predicted_cost,train_batch_budget,train_deterministic_cost,train_budget_fraction,train_pg_surrogate_loss,train_perturbed_objective_mean,train_perturbed_objective_std,train_base_objective_mean,train_avg_allocation_mean,train_avg_allocation_objective_mean,train_avg_allocation_cost,train_grad_score_norm,val_loss,val_policy_success_mean,val_mse_loss,val_fairness_penalty,val_mean_score,val_max_score,val_min_score,val_mean_expected_cost,val_total_predicted_cost,val_batch_budget,val_deterministic_cost,val_budget_fraction,val_pg_surrogate_loss,val_perturbed_objective_mean,val_perturbed_objective_std,val_base_objective_mean,val_avg_allocation_mean,val_avg_allocation_objective_mean,val_avg_allocation_cost,val_grad_score_norm
11,pg,central,0.022819633634450536,0.4878658341864745,0.02255360665731132,0.0009944516154973826,0.2897520413001378,0.8953611478209496,-0.03184422330620388,0.529080580919981,131.0847708384196,7.0662510233620806,7.059625392158826,0.05240564997736027,-0.004706230683950707,0.06210886516297857,0.0006025135517120361,0.06501274780991177,0.17754615005105734,0.06210886547341943,7.048452304055293,8.598152160644531,0.026761621981859208,0.42070302963256834,0.021635659411549567,0.0008467617415590211,0.2985865712165833,0.8109276533126831,0.002141946298070252,0.4959168493747711,103.83899250030518,5.668357545137406,5.563544800877571,0.04730702613667191,0.0008921537082642317,0.038309651613235476,0.0003658735397038981,0.039901846647262575,0.16889423429965972,0.038309651613235476,5.649127489328384,4.742186295986175
12,pg,central,0.016517784950944286,0.46008825426300365,0.021309835681070883,0.0007095856207148069,0.29361164197325706,0.9016526415944099,-0.037139626840750374,0.5004732012748718,123.86059554417928,7.1651195387045545,7.158900649597247,0.056763701048644144,-0.00833997856049488,0.0657872452090184,0.0005775876270490699,0.06889109251399834,0.2022618462021152,0.06578724497618775,7.146285235881805,8.860650941729546,0.024484016001224518,0.4167204737663269,0.01997779868543148,0.0014107881870586425,0.2698471963405609,0.8169534564018249,0.000551488169003278,0.4844888985157013,101.68229370117187,4.957114514708519,4.8668633759021755,0.04364880042882517,-0.0025477235205471514,0.03388298880308867,0.0005569606815697625,0.03545751459896564,0.19059494733810425,0.03388299038633704,4.936087423563004,4.314695203304291
13,pg,central,0.02654913052295645,0.4746248312294483,0.020893963674704235,0.0015479250873795536,0.28963904827833176,0.9027897442380587,-0.027576543701191742,0.5233048175772032,129.67121028900146,7.142408390839894,7.137212542196115,0.054438301224928876,-0.0020844587803973504,0.0642439869698137,0.0005494931150072565,0.06706060337213178,0.19300366348276535,0.06424398728025456,7.123877967397372,8.475871235132217,0.023299533128738403,0.43512498736381533,0.021594085171818732,0.0015830501441087108,0.32463803291320803,0.8470175385475158,0.002759153745137155,0.5309915363788604,111.59573516845703,4.973755145072937,4.863855981826783,0.050485556235375796,-0.006209802580997348,0.042539275251328945,0.0006429179862607271,0.04306353498250246,0.17086537778377534,0.042539275251328945,4.942133414745331,4.684284043312073
14,pg,central,0.019514931715093553,0.4558711275458336,0.020462284330278635,0.0007617852924658072,0.3024071529507637,0.9113237063090006,-0.017097510242213804,0.5156507231295109,128.1512230237325,6.306902565062046,6.30296345303456,0.05007436590429485,-0.0047562789598790305,0.06079945472689966,0.00062241951066729,0.06372910062782466,0.18548203414926925,0.06079945433884859,6.288728088140488,8.63642626007398,0.014063994213938714,0.4046918511390686,0.019330383464694022,0.0006599003041628748,0.2904860138893127,0.7998636364936829,0.0006251812068512663,0.4667074024677277,97.94615879058838,6.948818385601044,6.82822197675705,0.07029438645304922,-0.00856589050963521,0.05323547273874283,0.0005496478697750717,0.05593486502766609,0.23669771254062652,0.05323547273874283,6.923638355731964,7.068278348445892
15,pg,central,0.0246107280254364,0.44478074212869007,0.020209519425407052,0.0025549071284132197,0.3001249246299267,0.9000850021839142,-0.018218857956526335,0.5073720589280128,125.52014287312825,6.1765183340758085,6.172212189684312,0.04763351709638044,-0.00837332684507904,0.056442306629226856,0.0005263699325344836,0.05934413972621163,0.18433037182937065,0.05644230641579876,6.158565245258312,9.436946044365564,0.024596066027879716,0.4430225968360901,0.020403842255473138,0.000798959853557335,0.2598623126745224,0.8290856122970581,0.00038515381165780125,0.5057344317436219,106.20775604248047,4.145953297615051,4.079908013343811,0.04252803480181751,0.00019742478616535664,0.03479632586240768,0.0005059581992099993,0.03667290862649679,0.18784254789352417,0.03479632744565606,4.128032374382019,3.604189419746399
16,pg,central,0.02286847901996225,0.4954778303702672,0.019062873674556613,0.0016142398493457222,0.2499386773755153,0.877784160276254,-0.02981228076775248,0.5087583040197691,126.68120288848877,8.316517828653256,8.309879732628664,0.06668466345666713,-0.004265593946911395,0.0693684818300729,0.0006215303716696022,0.07275758485775441,0.22444267912457386,0.06936848311064144,8.295601360499859,9.394214858611425,0.019141536951065064,0.45816805958747864,0.01992282047867775,0.0007166079456510488,0.26233230233192445,0.7882968664169312,0.0007593531452585011,0.4917217671871185,102.88645210266114,7.77573549747467,7.664446246623993,0.0708255707648901,-0.004364323522895575,0.0556850902736187,0.0005886846280191094,0.05841200575232506,0.23125901818275452,0.0556850902736187,7.747491419315338,6.6776325583457945
17,pg,central,0.025039036370192964,0.47648973017930984,0.021538900521894295,0.0016311277741566006,0.32021808189650375,0.8886150668064753,-0.03580968696527028,0.5304688202838103,131.71692872047424,7.607930593192577,7.592420920729637,0.057922638666509506,-0.004655503124619524,0.06926833380324145,0.0005957997673249338,0.07213320311469336,0.18169548890242973,0.06926833473456402,7.585253638525804,8.59269699951013,0.023511927202343942,0.383183079957962,0.02151322029531002,0.000579645899051684,0.3480845034122467,0.8312800645828247,0.004320056573487818,0.49806403517723086,104.21508235931397,4.036600267887115,3.9109564304351805,0.04064044750478442,-0.0008995224023237824,0.03341807965189218,0.0006849570287158713,0.033251368813216685,0.1397746369242668,0.033418082445859906,4.0119917631149296,4.0703470468521115
18,pg,central,0.026773621483395498,0.41082051396369934,0.020765178371220827,0.0007667589688556594,0.3160181771963835,0.8650626440842947,-0.044546697621020336,0.47399092217286426,117.88420565923055,6.4700465848048525,6.463941919306914,0.05339203394213606,0.002174648228295458,0.059819746374463044,0.0005508064932655543,0.06297099582540493,0.17793572538842758,0.05981974606402218,6.453515827655792,9.26219180226326,0.023043418303132057,0.36900112628936765,0.018931522965431213,0.0004440460805199109,0.28433212637901306,0.7570322155952454,0.0008438486198429018,0.4349131464958191,91.03291625976563,5.839819875359535,5.765907797217369,0.055203010475163496,0.001891665393486619,0.039903524518013,0.0004863733716774732,0.04241433534771204,0.20395433008670807,0.03990352489054203,5.819345983862877,6.840629196166992
19,pg,central,0.026354633814965684,0.42189325764775276,0.018667427939362824,0.001800548437387306,0.282420481244723,0.8522098710139593,-0.032771303263264905,0.47265877077976864,117.2244799931844,5.020401254296303,5.017810612916946,0.042306357407575164,-0.0013155364479947214,0.05003396413909892,0.000536788799460434,0.05329586557733516,0.18068453731636205,0.05003396460476021,5.006299778819084,8.267464975516,0.022624161466956137,0.39706397652626035,0.018740689754486083,0.0005552658942178823,0.2815162241458893,0.7828263163566589,0.0010498040763195604,0.46299739480018615,96.75784263610839,4.28631181716919,4.191230201721192,0.04870785756302491,0.0011071421147789806,0.03675301652401686,0.00043858764402102677,0.03866207376122475,0.18439603447914124,0.03675301894545555,4.270445251464844,3.2401563048362734
20,pg,central,0.023414497923416395,0.43804799516995746,0.01875207546011855,0.0016079866408820938,0.27721416391432285,0.8539507587750753,-0.031767749816935975,0.4696825121839841,116.19781748453777,6.923696001370748,6.916649162769318,0.05873419733643916,-0.003377510564556966,0.06329281919170171,0.000614050293127851,0.06677696372692783,0.20652616924295822,0.06329281969616811,6.906822333733241,8.743268623948097,0.020515310019254683,0.3937543570995331,0.01867872253060341,0.0008206331649489584,0.29021225571632386,0.7863258123397827,0.0013873714487999678,0.4666318655014038,97.54124145507812,4.984405389428138,4.937185290455818,0.04432423053380246,-0.0022665781900286673,0.03464514594525099,0.0005512225703569129,0.03711864054203033,0.17563401758670807,0.03464514575898647,4.965447264909744,4.06565568447113
21,pg,central,0.01859216861582051,0.4406432869533698,0.01937698347804447,0.0011202290845631069,0.3044096926848094,0.872263215482235,-0.026893593196291476,0.4973494273920854,122.93931261698405,6.008431927921872,5.997079289207856,0.0488507081532169,-0.006385960296029225,0.05905256936481843,0.0005824810001892425,0.06216244110449528,0.17512968399872383,0.05905256913198779,5.990819721793135,8.879574745893478,0.01677519716322422,0.39592157006263734,0.020112403482198716,0.00042284207083866934,0.3403814613819122,0.8137526035308837,0.0026561954990029337,0.5029424786567688,105.35348510742188,4.0178917169570925,3.931396853923798,0.04703702576333517,-0.005451416713185608,0.03866353738121688,0.000660526669526007,0.03901676586829126,0.1436929076910019,0.038663534447550774,3.9923193216323853,3.247660827636719
22,pg,central,0.021395895048044622,0.43416424219806987,0.02147378174898525,0.0015947717739663858,0.35349206750591594,0.8981812298297882,-0.013655515668991333,0.5249146421750387,130.4431353410085,6.4096014748017,6.401147109766801,0.04857281544785005,-0.008051745462580584,0.06185949485128125,0.0005835461549092239,0.06463669329726447,0.1539382760723432,0.0618594940751791,6.386224180459976,9.274066537618637,0.012752805650234223,0.3708098232746124,0.019765490666031837,0.0002584540154202841,0.35076193809509276,0.835649025440216,0.0021843295078724624,0.4905571699142456,102.7574728012085,5.084111166000366,4.973917719721794,0.04563396489668331,-0.008304955065250396,0.036361533869057897,0.0005009711945604068,0.03704833872616291,0.15139422938227654,0.036361533030867574,5.061136424541473,4.553879368305206
23,pg,central,0.021985806757584214,0.41490629439552623,0.018995771805445354,0.0018503335045731244,0.3133719836672147,0.8836123595635096,-0.018654335664299044,0.48660899450381595,120.20310195287068,5.735757480065028,5.730549240484834,0.04593171643489056,-0.006261632656484532,0.056091856599474944,0.0005079943821328925,0.05910698316680888,0.17572480967889229,0.056091857220356665,5.719635339453816,8.632036353151003,0.023167689517140388,0.4096249878406525,0.01864715963602066,0.0006710408906656085,0.3188507556915283,0.8385381579399109,0.0008852544298861176,0.491392582654953,102.76829872131347,7.535307395458221,7.395185589790344,0.07205029231567703,0.0011653253808617593,0.057107136398553845,0.0010490956483408809,0.05712106227874756,0.2171153724193573,0.05710713565349579,7.507636308670044,5.926028394699097
24,pg,central,0.025606595755865175,0.43013711149493855,0.020172494929283857,0.0018373816240758363,0.34279028574625653,0.912963442504406,-0.03730940818786621,0.5194601702193419,128.90394671758017,6.374583203345537,6.3684252469489975,0.04797016352976679,-0.0037528073638289547,0.06055609986651689,0.0005354277806569977,0.06324946408858523,0.15711236791685224,0.06055610176796714,6.35700914884607,7.742477039496104,0.01943231709301472,0.3676672577857971,0.019437044858932495,0.0003226322300179163,0.34923776388168337,0.8494444966316224,0.00147772979689762,0.4989780843257904,104.45117645263672,3.5038118720054627,3.4154670000076295,0.03413427139716863,-0.0016178891994059086,0.029109603352844717,0.0004101965227164328,0.028522307612001897,0.14208233952522278,0.02910960391163826,3.4870600521564485,3.8924341201782227
25,pg,central,0.01647946370455126,0.43007226412494975,0.020149356763189036,0.001528521206907385,0.3406892543037732,0.9052464192112287,-0.0264568773151647,0.5032392479479313,124.92134841283162,7.31272841244936,7.30544892201821,0.0589781986411228,-0.01131249925432106,0.07209580085085084,0.0005835063214666055,0.07515701341132323,0.19217410776764154,0.07209579914342612,7.295003483692805,9.156749665737152,0.018174769729375838,0.38150020837783816,0.02020094320178032,7.88984832524875e-05,0.36180695295333865,0.8539576411247254,0.0019843603833578525,0.5012153208255767,104.44962501525879,7.252349461615085,7.12867574095726,0.05767932014513942,-0.0024206658592447637,0.046588878985494374,0.00039924971788423135,0.04853565390221774,0.16579627767205238,0.04658887973055244,7.229764181375503,6.3466736555099486
26,pg,central,0.028161663678474724,0.4149814322590828,0.019622026787449915,0.0030647803035511365,0.3097724715868632,0.8807287762562434,-0.019509127408430988,0.47442950556675595,118.35974343617757,7.34071028418839,7.337875287979841,0.059941644217256944,-0.006784264182594295,0.06699795871584986,0.000557556296068166,0.07038903088929753,0.2053015281756719,0.06699796086953332,7.323926504701376,9.331168542305628,0.015620773658156395,0.33154262900352477,0.01893189176917076,0.00018695604849199298,0.30085070729255675,0.7755885243415832,0.0005076463770819828,0.42412606477737425,88.11832599639892,4.063248556852341,3.9789949119091035,0.043317605500326,-0.004245898639783263,0.030986938439309598,0.0005811929993797093,0.03168976902961731,0.18478966355323792,0.030986939184367658,4.0431247651577,3.4544174909591674
27,pg,central,0.03367980301845819,0.3490201234817505,0.02128547274818023,0.0023636134968304154,0.31331276521086693,0.8379129841923714,-0.02045249959337525,0.42244434356689453,104.92728583017985,5.244375593960285,5.241069033741951,0.049536888305556144,0.0005762624884179482,0.05398928498228391,0.0005540362653846387,0.05734717659652233,0.19091980687032142,0.05398928498228391,5.230413953463237,8.713596085707346,0.02167774923145771,0.32382252216339114,0.01946612261235714,0.00015457667541340925,0.2886348903179169,0.708370816707611,0.000672300110454671,0.3964025616645813,82.74070892333984,4.390616297721863,4.350604510307312,0.058963455377635164,0.001438743621110916,0.039013253152370454,0.000528409582329914,0.04157173037528992,0.2157602161169052,0.039013255015015603,4.371644282341004,5.0580652236938475
28,pg,central,0.0244720644550398,0.35782642165819806,0.02057215276484688,0.0007199866579033672,0.3114650622010231,0.8348040009538332,-0.029108269217734534,0.42729928468664485,105.52168973286946,5.832892117400964,5.822633360202114,0.05447584265610803,0.00029997830764235306,0.0555458576612485,0.0005725182491005398,0.059061408236933254,0.19132119308536252,0.05554585721498976,5.819594686850905,9.46823763847351,0.018668831884860994,0.3334993362426758,0.0198356706649065,0.0002427079962217249,0.3246923267841339,0.759411633014679,0.0024203499197028577,0.44630320072174073,93.18985805511474,3.1986845314502714,3.1330429017543793,0.0332252053057341,-0.002380378870293498,0.02555276360362768,0.00024905094323912635,0.02641294728964567,0.1477674275636673,0.025552763417363168,3.184730613231659,3.371354007720947
29,pg,central,0.022415110802588362,0.4059564496080081,0.01999880396761,0.0015824207343045533,0.33073704689741135,0.8609970187147459,-0.023717905714875087,0.4847980961203575,120.18668508529663,6.182657137513161,6.172887722651164,0.05151058865046679,-0.005495796923545034,0.06077521340921521,0.0006073069077198549,0.06404510249073307,0.17726315868397555,0.06077521426292757,6.164597928524017,9.246610591808954,0.026767360419034956,0.38029183745384215,0.02146533541381359,0.0007169897917265189,0.36785854697227477,0.801962149143219,0.0036127230152487753,0.5040178298950195,105.35354633331299,5.575205838680267,5.51969428062439,0.053126207985749394,0.0017170759849250317,0.04298482313752174,0.0006173489178763703,0.04538877457380295,0.15178184807300568,0.04298482164740562,5.546734261512756,3.8785552859306334
30,pg,central,0.024863168713636696,0.4172896978755792,0.01978354559590419,0.0016468896641281816,0.3213476936022441,0.8694272215167681,-0.021237104510267574,0.49166301389535266,122.03539315859477,6.4859960582107306,6.479349318891764,0.052094949096360754,-0.0031548253706811615,0.059525585636341326,0.0005551540562009905,0.06258433453816299,0.17302587519710264,0.0595255873631686,6.470596668620904,8.938327622910341,0.01968240812420845,0.3941002428531647,0.019307644665241243,0.0003034951598237967,0.31375577449798586,0.7928530097007751,0.001242525188717991,0.4875213325023651,101.80562019348145,4.713740265369415,4.632975322008133,0.04604027321840187,-0.0011427124729380012,0.03715222701430321,0.0008215541020035744,0.038213231787085536,0.1686418265104294,0.03715222701430321,4.6894666194915775,4.507159662246704
31,pg,central,0.028037576858575147,0.4347463585436344,0.02002545865252614,0.0019184147107201472,0.3149387550850709,0.8799878383676211,-0.023881576615773763,0.4984513980646928,123.87223172187805,6.451184843977292,6.441718652844429,0.05260246046145387,-0.0015799552590275805,0.06126968042614559,0.0005374644752009772,0.06433406505190457,0.17362703864152232,0.06126967786500851,6.431254953766863,8.697780057787895,0.01758779026567936,0.33843075633049013,0.019428298994898795,0.0002725611582491183,0.30633058547973635,0.759321391582489,0.0011336512048728763,0.4351109743118286,90.71511116027833,3.243688040971756,3.18923704624176,0.034142842967557034,-0.003203314362326637,0.02389569766819477,0.0003561784164048731,0.025277102552354335,0.14176682084798814,0.023895697295665742,3.223019701242447,3.226350700855255
32,pg,central,0.02318473505632331,0.3651212491095066,0.01990744254241387,0.001975543530534196,0.2672954263786475,0.8057975545525551,-0.037230585376770854,0.4022732637822628,99.52254756291707,5.396032055219014,5.391974245508512,0.05395433602571739,-0.006600425161498909,0.0538083043259879,0.0005618613577098586,0.05753479230528077,0.21350675448775291,0.053808304869259395,5.383049840728442,8.895137548446655,0.016333716735243798,0.3488740146160126,0.019688302651047707,0.00038546522955584805,0.3152918994426727,0.7597509503364563,0.0013858686899766326,0.4307199060916901,89.66857872009277,6.566797947883606,6.489982628822327,0.06552464596162944,-0.005281912069767714,0.046000557392835616,0.000650891603436321,0.04783463105559349,0.19848857969045638,0.04600055664777756,6.541875660419464,5.729653978347779
33,pg,central,0.029721058012607198,0.41318028792738914,0.0210532508790493,0.0010137409804258368,0.3359426409006119,0.8727239395181338,-0.05229392666660715,0.48485008875528973,119.65570863087972,7.033748738467693,7.023746152718862,0.059072224475607726,0.003599102288717404,0.06628177625437577,0.0006155066294013523,0.0697102725583439,0.1750540773694714,0.06628177567229916,7.013369135558605,9.46280903617541,0.019328883662819863,0.3843233287334442,0.021169663593173026,0.0008286933210911229,0.36271933317184446,0.8250405073165894,0.002775699459016323,0.5012841999530793,104.52117862701417,5.234752035140991,5.117425119876861,0.05384435077746809,-0.005984246358275413,0.04308831272646785,0.0007369383107288741,0.044092465192079544,0.1434795618057251,0.043088311329483986,5.208875608444214,5.0316526889801025
34,pg,central,0.021165272841850918,0.43029067168633145,0.02017980262947579,0.0013052622876132958,0.3219035205741723,0.8751674940188726,-0.04856699953476588,0.4994904523094495,123.5833609898885,6.384798889358838,6.375750924150149,0.05130130326315113,-0.005540841329396547,0.06102114155267676,0.000555159915772189,0.06403438300670435,0.16549662873148918,0.06102114108701547,6.36579770843188,8.821596841017405,0.03802360147237778,0.4066604137420654,0.020499639958143235,0.0009198266068779048,0.34645538926124575,0.8250157117843628,0.0015801263507455587,0.5170409083366394,107.63126678466797,4.946756100654602,4.862989056110382,0.0493984619091277,0.012924828194081783,0.041365306451916696,0.0008506785437930375,0.041381548158824444,0.14594651460647584,0.041365303285419944,4.917030680179596,5.157694029808044
35,pg,central,0.023481266262630623,0.45288018013040227,0.019865651537353795,0.000957226656192726,0.32975678021709126,0.908082015812397,-0.031119465158553794,0.5266651175916195,130.49112017949423,6.382013564308484,6.372765456636746,0.04918227354246515,-0.0011705183327042807,0.06280360359232873,0.0005886865971357717,0.06562751911891003,0.16187704727053642,0.06280360316547255,6.360226844747861,9.016468246777853,0.03271499276161194,0.4134488761425018,0.021400633826851846,0.00030517487321048977,0.356499457359314,0.8665116786956787,0.0013079383177682757,0.5304843664169312,110.69353332519532,5.920154654979706,5.803232035040855,0.0470205924282813,0.009788484731689095,0.03987753558903932,0.0003807660919846967,0.04175950232893229,0.14600060135126114,0.03987753633409739,5.889723259210586,5.457527440786362
36,pg,central,0.03333618096075952,0.44235989078879356,0.021610792571057875,0.0027149309109214905,0.3536915294826031,0.9202938179175059,-0.020579545040770125,0.5283875639239947,131.524160861969,7.280308061589797,7.268745470481615,0.05388194138112971,-0.0018492658709874377,0.06652634909066062,0.0005008238931623055,0.06921430642250925,0.15311003740256032,0.06652634936229636,7.258277005826433,8.392353968073925,0.016355012916028498,0.371397864818573,0.02030407004058361,0.0003403991537197726,0.34822918176651,0.8249536395072937,0.001781847863458097,0.48038827180862426,100.52022171020508,4.790709090232849,4.673467779159546,0.05445877965132826,-0.005651052948087454,0.042418197914958,0.0007413645085762255,0.04145936295390129,0.1553245171904564,0.04241819661110639,4.763507413864136,4.296506261825561
