epoch,model_variant,train_loss,train_policy_success_mean,train_mse_loss,train_fairness_penalty,train_mean_score,train_max_score,train_min_score,train_incremental_objective_mean,train_mean_soft_allocation,train_budget_fraction,train_batch_budget,val_loss,val_policy_success_mean,val_mse_loss,val_fairness_penalty,val_mean_score,val_max_score,val_min_score,val_incremental_objective_mean,val_mean_soft_allocation,val_budget_fraction,val_batch_budget
24,dfl,-0.016326017677783966,0.28951270567874116,0.021466894851376612,0.0009001766462972682,0.4354057398935159,0.9717048977812132,0.0002525656664147391,0.04229379614116624,0.048198084017106645,0.04797016352976679,12.208333333333334,-0.0074294906109571455,0.2717728853225708,0.021493855118751525,0.00015448824779014104,0.4505066990852356,0.954435122013092,0.0009973098756745457,0.029695787467062473,0.034254809841513634,0.03413427139716863,7.0
25,dfl,-0.022252507818241913,0.31101079285144806,0.021520626498386264,0.0016032373002930294,0.4381512540082137,0.9721177394191424,0.000334571848725318,0.05178932049117672,0.05884051524723569,0.0589781986411228,14.541666666666666,-0.03305029161274433,0.30959874391555786,0.021186842769384383,0.00024635243644297586,0.4103264927864075,0.9550936460494995,0.00037088777171447875,0.05546889677643776,0.0631610594689846,0.05767932014513942,14.4
26,dfl,-0.027061687355550628,0.33601871753732365,0.021619882124165695,0.0010179186891718928,0.4230056591331959,0.9768115133047104,6.318820336067195e-05,0.05377116244441519,0.06056787591660395,0.059941644217256944,15.375,-0.01620862875133753,0.29216976165771485,0.021452150866389276,0.000164462349812311,0.4386510193347931,0.959439492225647,0.0005885064485482872,0.038483090698719025,0.04362980760633946,0.043317605500326,9.4
27,dfl,-0.014966894639655948,0.32062939926981926,0.02139044925570488,0.001482909468033237,0.41590460762381554,0.9738230357567469,-0.0003043608642959346,0.04377189080696553,0.049358409053335585,0.049536888305556144,12.375,-0.028221432492136954,0.3028761327266693,0.020849834382534026,0.00014103889025136597,0.41398367285728455,0.9558904528617859,0.00045595541887450964,0.04977646134793758,0.05679086595773697,0.058963455377635164,11.0
28,dfl,-0.02115704134727518,0.3043858042607705,0.021358704194426537,0.0010357779645460141,0.41970057412981987,0.9698186665773392,0.000254673703542115,0.04769463531556539,0.054377721641988806,0.05447584265610803,13.541666666666666,-0.008324696496129037,0.2627356320619583,0.020846188813447953,0.0002672220740350895,0.4239674985408783,0.9513755798339844,0.0005333264532964676,0.030506995134055616,0.03503605984151363,0.0332252053057341,7.2
29,dfl,-0.015817065723240376,0.31516855706771213,0.021050385277097423,0.001761078691696838,0.4254779616991679,0.9712390353282293,0.00029109191109455423,0.04567284476555263,0.051820817636325955,0.05151058865046679,12.875,-0.023326763510704042,0.27981201410293577,0.02123624049127102,0.0001317874288361054,0.4525631725788116,0.9617435693740845,0.0008391882118303328,0.04522194117307663,0.05144231468439102,0.053126207985749394,11.4
30,dfl,-0.016742971221295495,0.2929742243140936,0.021764616171518963,0.0016559737915287087,0.4501510101060073,0.9777298072973887,-0.00159859434355288,0.04678745617275126,0.05259261605291007,0.052094949096360754,13.333333333333334,-0.012622267380356789,0.2770519256591797,0.02093297615647316,0.0011297219331027008,0.432676237821579,0.9656710147857666,0.0005705589661374688,0.03920385353267193,0.04441105797886848,0.04604027321840187,9.6
31,dfl,-0.01667869770123313,0.27022731862962246,0.022263710154220462,0.0015553780495830931,0.4470937252044678,0.975837416946888,0.0002849938321863495,0.04671929802861996,0.05267662205733359,0.05260246046145387,12.833333333333334,-0.00556196216493845,0.2261054575443268,0.021808930858969688,0.0010503307690669316,0.43656483888626096,0.9596394777297974,0.0004883160407189279,0.0326225470751524,0.037379808165133,0.034142842967557034,7.8
32,dfl,-0.022199829341843724,0.28055859295030433,0.021456759500627715,0.0007483843179678651,0.4092302434146404,0.9697784359256426,0.00012908130959961758,0.0473985104666402,0.05408623333399495,0.05395433602571739,13.458333333333334,-0.03286884464323521,0.2944962173700333,0.020890531316399574,0.0009512368291325401,0.41285889148712157,0.9572083473205566,0.0006346040812786668,0.058515561372041704,0.06706730499863625,0.06552464596162944,15.4
33,dfl,-0.02317434506646047,0.3183098081499338,0.020906581000114482,0.0016967773245634514,0.410786305864652,0.9723780353864034,0.000142596034190016,0.05256481249428665,0.05967475248811146,0.059072224475607726,14.625,-0.024879295006394388,0.29300997853279115,0.020766985788941383,0.000623556796927005,0.4194650173187256,0.9621900677680969,0.00059571354649961,0.048764065653085706,0.05522836586460471,0.05384435077746809,10.6
34,dfl,-0.01822050199067841,0.31224922587474185,0.021090457448735833,0.001280429904620443,0.4164730794727802,0.975919725994269,0.0005150120393106287,0.045713109080679715,0.05147214790728564,0.05130130326315113,12.916666666666666,-0.02351822517812252,0.288175567984581,0.020559298619627953,0.00020634678285205154,0.4208520114421844,0.9633890151977539,0.0006490568746812641,0.04510925933718681,0.05132211241871119,0.0493984619091277,9.6
35,dfl,-0.015772815444506705,0.31174636259675026,0.020807409348587196,0.0013265240254109283,0.4098125236729781,0.9728022888302803,0.0004888394396402873,0.04321284502899895,0.04891212996638691,0.04918227354246515,12.0,-0.024471748247742654,0.2938202917575836,0.02029905207455158,0.00020348818325146567,0.4243336498737335,0.9594986200332641,0.000952001177938655,0.045788241922855376,0.052223557233810426,0.0470205924282813,11.6
36,dfl,-0.020698399981483817,0.31369794594744843,0.020546283728132646,0.00136810242199914,0.4019993878901005,0.9764076694846153,0.0002179916389953481,0.04808519561386978,0.05438298103399575,0.05388194138112971,13.791666666666666,-0.02425838802009821,0.300784695148468,0.02011263407766819,0.0004048457041790243,0.40620442032814025,0.9649559736251831,0.0006241169525310397,0.0463952511548996,0.052884616702795026,0.05445877965132826,10.0
37,dfl,-0.017959804584582646,0.3152742888778448,0.021603815878431003,0.0020416558248446868,0.44104300315181416,0.9800130824247996,0.0005158601616130909,0.04977190042457854,0.055564306889815875,0.05618987745807128,13.833333333333334,-0.01852243095636368,0.2809204816818237,0.020913530513644217,0.00016946531505936945,0.4346057116985321,0.9688254475593567,0.0007359941955655813,0.04028328899294138,0.04519230704754591,0.04267727703254433,9.8
38,dfl,-0.02058130510461827,0.29150514987607795,0.0219461052523305,0.0010435114903467972,0.42769406611720723,0.9796179383993149,0.00029173832596522214,0.04774496799412494,0.053469419974135235,0.05309987960982859,13.166666666666666,-0.03467382900416851,0.29564637541770933,0.020906930789351463,0.00011468859884189442,0.4208873093128204,0.9668975949287415,0.0006060740037355572,0.056154201924800876,0.06394230797886849,0.06633735713140029,14.6
39,dfl,-0.011759886867366731,0.29957567652066547,0.020770016126334667,0.0015685405231788963,0.40967483073472977,0.9782654494047165,-0.0015072224867556845,0.040372605551965535,0.045414067804813385,0.04564027550352754,11.5,-0.01568642258644104,0.26213044226169585,0.02095376215875149,0.00036272174220357555,0.4313692808151245,0.9665532946586609,0.0009823204716667532,0.038453794084489346,0.04350961670279503,0.04521494120318482,7.6
40,dfl,-0.013223406237860521,0.26911831460893154,0.02140784643900891,0.0010980334597981607,0.4253603679438432,0.9767155771454176,0.00026878247657199,0.040121420247790716,0.045203922442548596,0.04465002775099902,10.791666666666666,-0.03562799245119095,0.2711890757083893,0.020880162343382837,0.00016613449199098795,0.42477369904518125,0.9672847867012024,0.0007664566568564623,0.05733882859349251,0.06538461521267891,0.06553872634648952,13.2
41,dfl,-0.021237557210649054,0.28991962783038616,0.021123425181334216,0.0018125287524905314,0.4358484037220478,0.9791686981916428,0.00047617059317417443,0.05142362571010987,0.05753730897170802,0.05718767871706465,14.208333333333334,-0.047174972295761106,0.3000683218240738,0.020557331293821333,0.00017849063297035173,0.42377074956893923,0.9749860048294068,0.0006930583796929568,0.06862475648522377,0.07698317319154739,0.07309241400903613,14.4
42,dfl,-0.013345468284872672,0.27653479141493637,0.02144663385115564,0.0015755990239085804,0.43115607649087906,0.9812771330277125,-0.00024435614765631425,0.042670097502802186,0.04786703173886053,0.048338570375256996,12.125,-0.006057580560445785,0.2419331967830658,0.020807144790887834,0.0003727585295564495,0.40725879073143006,0.9692196369171142,0.000667188293300569,0.028728517517447472,0.032572116050869224,0.03522086492914574,4.8
43,dfl,-0.01928893170164277,0.27631765231490135,0.02108863500567774,0.0012914318103203943,0.41477174560228985,0.9769266570607821,-1.058022705061982e-05,0.046834725265701614,0.05302658102785548,0.05290438741266144,13.458333333333334,-0.03219386376440525,0.26887093484401703,0.02162627801299095,0.00018150895339204,0.4447514653205872,0.9730909705162049,0.0009229751594830304,0.054727686941623686,0.06147836521267891,0.06524158884546227,12.2
44,dfl,-0.007406604747908811,0.27903109540541965,0.02133695804513991,0.0013749823103073784,0.4378643383582433,0.9828386555115382,-0.002063033473556667,0.03561847439656655,0.03975554625503719,0.039444232018751295,9.916666666666666,-0.03719276860356331,0.2910382628440857,0.021524037048220635,0.00038083963891040186,0.430523020029068,0.9762193560600281,0.0005700263864127919,0.06062100306153297,0.06772836148738862,0.06983033063594499,13.8
45,dfl,-0.018825146408441167,0.28090437812109786,0.020935784792527556,0.0007483937066486609,0.4138793721795082,0.9805884013573328,3.945985887791418e-05,0.04350289972110962,0.048691145687674485,0.04826830613335786,12.208333333333334,-0.013363263010978699,0.2532708287239075,0.021306998282670974,0.00022670169273624196,0.41581796407699584,0.9733736991882325,0.0004996891686460004,0.035803770273923875,0.04050481021404266,0.037573984191152446,8.6
46,dfl,-0.022137543962647516,0.29689245360593003,0.020519537618383765,0.0010620970522741875,0.42264071231087047,0.9835433214902878,0.00016018898289379044,0.04796756705036387,0.05342742047893504,0.05320521205802856,13.416666666666666,-0.04063942208886147,0.3179746150970459,0.020728368312120438,0.0004712912251306989,0.398730605840683,0.9764178395271301,0.0004294452257454395,0.06372424513101578,0.07146244794130326,0.06828532108139138,13.0
47,dfl,-0.020340186388542254,0.3121434934437275,0.020802776717270415,0.001683743594491934,0.4222226217389107,0.9858538036545118,0.00041797912429804757,0.0495616813035061,0.054913263845567904,0.05492380490160383,13.666666666666666,-0.015100912377238273,0.26610676646232606,0.021420077234506608,0.00014141452484182083,0.43717252016067504,0.9815448760986328,0.0005876941315364093,0.037228061631321904,0.04128606095910072,0.0369400966175025,8.8
48,dfl,-0.012277144162605206,0.28501374274492264,0.02082225843332708,0.0015463329095837253,0.41859550401568413,0.9838570654392242,-0.0049346032210451085,0.04083106700757829,0.045431156894968204,0.04486801272819429,11.5,-0.030823229067027568,0.2701024204492569,0.02083529010415077,0.00014665938033431303,0.40854724049568175,0.9771387457847596,0.0004535524582024664,0.052391816210001704,0.05835336409509182,0.05720053885876157,11.4
49,dfl,-0.01952322750973205,0.27842435489098233,0.02068106069539984,0.0006983808535262112,0.4124460530777772,0.9826823522647222,-6.055371917076021e-05,0.043696192326024175,0.049147841171361506,0.049199866394291775,12.458333333333334,-0.03275525830686092,0.2971441626548767,0.020165785402059554,0.00011594491170399123,0.4085486471652985,0.9772524356842041,0.0007823058462236076,0.05350076854228973,0.06003605499863625,0.05969291111600835,13.6
50,dfl,-0.01537023923204591,0.3176273424178362,0.019698008817310136,0.0008349499567733195,0.38796064505974454,0.982327955464522,-0.001967998609567682,0.0392429976297232,0.043745799940855555,0.04341571003212635,10.416666666666666,-0.03263738676905632,0.3226225316524506,0.019516295194625853,0.00022675525903537164,0.3711687922477722,0.973957633972168,0.0005019750562496484,0.053287459164857866,0.06065740734338761,0.05543998263155427,13.8
51,dfl,-0.021588300393583875,0.33658455312252045,0.01914728192302088,0.0010740200471749024,0.37244687726100284,0.9825057635704676,-0.0032516125987361497,0.046105682238703594,0.051552109769545496,0.05137349499279362,12.416666666666666,-0.03300170116126537,0.3208285093307495,0.01943523846566677,0.00024493231612723323,0.36103525161743166,0.9751291751861573,0.0003708043281221762,0.05366159975528717,0.061123010516166684,0.06028074124640377,14.0
52,dfl,-0.01916332864978661,0.33161184812585515,0.018917838111519814,0.0011712041859700169,0.3555511385202408,0.9798345764478048,-0.00047283146280581906,0.0439371876224565,0.049510277807712555,0.04975436780231829,12.583333333333334,-0.014828337542712688,0.3110605776309967,0.020161842182278632,0.00037566062528640034,0.40089409351348876,0.9783083200454712,0.0009065925900358706,0.03686848320066929,0.04128605909645557,0.040970965500909604,8.8
53,dfl,-0.02513152197934687,0.3493605963885784,0.01976242708042264,0.0010537833472224294,0.38597456986705464,0.9851517279942831,-0.0022228497238453806,0.05016286584820288,0.05535961204441264,0.05587475806795939,13.916666666666666,-0.0299764484167099,0.3408961832523346,0.020132220163941384,0.0005502937943674624,0.36277768611907957,0.9818514466285706,0.0002973015827592462,0.05286013819277287,0.05893435776233673,0.059299707298045026,11.6
54,dfl,-0.02380156214348972,0.34767620141307515,0.01977368137643983,0.002357597016574194,0.38885865981380147,0.9866167431076368,-0.0015088939762790687,0.05536322893264393,0.0610850319887201,0.06067229861586041,15.125,-0.035246716812253,0.30702029466629027,0.020217720419168472,0.00023746732076688205,0.4025162398815155,0.9826680660247803,0.0006302819936536252,0.05665177404880524,0.06307096779346466,0.0611759352460477,14.4
55,dfl,-0.01911747152917087,0.3201027164856593,0.019625633023679256,0.0016477262482415729,0.3718857963879903,0.9865182116627693,-0.007200419726207959,0.04698173554303745,0.051992115642254554,0.051653153155567066,13.208333333333334,-0.012788176909089089,0.28422169089317323,0.01998908184468746,0.000545697651887167,0.390800929069519,0.980124032497406,0.0006652293202932924,0.035505746491253376,0.03972355937585235,0.04129349109374107,8.4
56,dfl,-0.020670807415929932,0.29771290346980095,0.01995796710252762,0.0016789350823008438,0.39651381348570186,0.9855258638660113,-0.005263143550640355,0.04902345021643365,0.05430100598217299,0.054543379179087394,13.25,-0.025508607178926467,0.27243667244911196,0.020585489645600318,0.000251925540578668,0.4095910847187042,0.9830054044723511,0.0007099096663296222,0.047353724390268324,0.05300480760633945,0.05151907059276854,11.8
57,dfl,-0.016251891812620062,0.2939718334625165,0.020652255897099774,0.0015961557949898026,0.40511995429793995,0.9882145573695501,-0.006841988282455229,0.04488492679471771,0.04939086810918525,0.049422271222578786,12.125,-0.0321846529841423,0.2743264019489288,0.021370784565806388,0.00019540833330893291,0.41389872431755065,0.9836233139038086,0.0007238139631226658,0.0545324781909585,0.0606356805190444,0.0616896205360999,12.0
58,dfl,-0.021581735655975837,0.2852428617576758,0.020978508051484823,0.0007174198136266815,0.40841849769155186,0.9883189275860786,-0.00020222854997579512,0.046147342499655984,0.05088625545613468,0.05074346479468694,12.375,-0.02250813487917185,0.2933202922344208,0.020411312207579614,0.0003949835653083156,0.3809623897075653,0.9822050333023071,0.0005018334311898797,0.04489436512812972,0.04975961446762085,0.04735295483252722,9.2
59,dfl,-0.016857198905199766,0.31972289582093555,0.019842737819999456,0.0017101552579864194,0.3766345679759979,0.9862508599956831,-0.0010246943368959667,0.0452507130006173,0.050002382088374965,0.050026527770193556,12.625,-0.017395959794521333,0.3137301981449127,0.020422971993684768,0.0004340706413131556,0.35554057359695435,0.9825298428535462,0.0004050614545121789,0.039989286102354527,0.044290866330266,0.040157490381509786,7.8
60,dfl,-0.018648737071392436,0.3274015312393506,0.01928311656229198,0.0014990393118971361,0.34969426691532135,0.9864610830942789,-0.000945697942673481,0.045427049529583506,0.05027934356864231,0.05048534581716104,12.583333333333334,-0.0353586308658123,0.3291171133518219,0.02041832506656647,0.0005286286357659264,0.37795329093933105,0.9826101183891296,0.0012260873336344957,0.058420098200440404,0.0644803237169981,0.06349738499875933,13.0
61,dfl,-0.021338972030207515,0.3130071808894475,0.02027245898110171,0.001316882371200682,0.39960907648007077,0.9870177259047827,-0.018502718671394785,0.0481958428863436,0.052797379107990615,0.05312241462504889,13.125,-0.025306938961148263,0.29219888150691986,0.020900118723511697,0.000344155812081226,0.3869533896446228,0.9843762516975403,0.0006153683119919151,0.04792783744633198,0.05288461372256279,0.05378275088927083,10.0
