epoch,model_variant,estimator,train_loss,train_policy_success_mean,train_mse_loss,train_fairness_penalty,train_mean_score,train_max_score,train_min_score,train_pg_surrogate_loss,train_perturbed_objective_mean,train_perturbed_objective_std,train_base_objective_mean,train_avg_allocation_mean,train_avg_allocation_objective_mean,train_grad_score_norm,val_loss,val_policy_success_mean,val_mse_loss,val_fairness_penalty,val_mean_score,val_max_score,val_min_score,val_pg_surrogate_loss,val_perturbed_objective_mean,val_perturbed_objective_std,val_base_objective_mean,val_avg_allocation_mean,val_avg_allocation_objective_mean,val_grad_score_norm
11,pg,score_function,0.0116994427711082,0.31001078709959984,0.026862084943180282,0.0007875498214833243,0.18081243646641573,0.6771646837393442,-0.10053541759649913,-0.0056693488149903715,0.026789752126205713,0.0007322745950659737,0.0288289375603199,0.052429855801165104,0.026789752087400604,9.248961672186852,0.01241714581847191,0.28436444997787474,0.026269135996699333,0.0010008403041865677,0.19741411805152892,0.5174738824367523,0.00014258008159231394,-0.005721623357385397,0.02116129929199815,0.0009143228293396532,0.023551758006215097,0.049879807978868484,0.0211612980812788,7.132622766494751
12,pg,score_function,0.01513611744546021,0.3099819639076789,0.026018975224966805,0.0015944853102022687,0.2156225685030222,0.7075141097108523,-0.07916072249645367,-0.005845796704913179,0.031144583170923095,0.000781732762940616,0.03351710144973671,0.05666162686732908,0.031144583714194596,9.679397160808245,0.01621771864593029,0.2808064103126526,0.025579027086496352,0.0012718970485423142,0.2342645525932312,0.5854057312011719,0.0002751658350462094,-0.0029312799219042064,0.023501314409077167,0.0006097083911299706,0.02564184069633484,0.04831731021404266,0.023501314874738454,5.8259068608283995
13,pg,score_function,0.01597432914422825,0.3174355986217658,0.024464833705375593,0.0011564037759465389,0.2286208706597487,0.7218627060453097,-0.05376944555367421,-0.0020401065921760164,0.03190344528411515,0.0007079432016325882,0.03410020685987547,0.05440398228044311,0.03190344478935003,8.63395560781161,0.016381494514644147,0.29010744094848634,0.024947866797447205,0.0017446383332753613,0.21554067730903625,0.5867217183113098,0.0001226645996212028,-0.0048156308475881815,0.025027880910784006,0.0008422655751928687,0.027454589772969485,0.051322116144001485,0.025027881376445293,5.301323962211609
14,pg,score_function,0.01873132778564468,0.30662629939615726,0.024645440901319187,0.001255162827002702,0.20961827846864858,0.7421226774652799,-0.07337817449176025,0.00013279302947921678,0.029114554189921666,0.00068306403409224,0.031101679196581244,0.05007245445934435,0.029114554907816153,7.831368724505107,0.01971995159983635,0.2955220460891724,0.025076278671622276,0.0011379322510038036,0.21320103406906127,0.5822618246078491,0.0001295721347560175,0.0014921508030965925,0.03541530668735504,0.0012612032471224666,0.03847605511546135,0.07319711595773697,0.03541530705988407,8.74030237197876
15,pg,score_function,0.019573435303755105,0.3286732534567515,0.02361914818175137,0.001017284932364267,0.2010193206369877,0.7364323909084002,-0.07098046308965422,0.002677436306839809,0.02779927207545067,0.0006764654766205543,0.029590793458434444,0.048035324357139565,0.027799272967968136,8.287364050745964,0.013935258239507675,0.3349721968173981,0.02343677431344986,0.0008192917914129794,0.18910616338253022,0.5599260210990906,0.0001784004271030426,-0.0018795873271301388,0.018346041766926648,0.0009140676236711442,0.020017553633078933,0.039723557978868486,0.018346041953191162,3.810116004943848
16,pg,score_function,0.010226301848888397,0.37054647132754326,0.02294924668967724,0.0007356293794747634,0.1874057905127605,0.7218310733636221,-0.07016824228533854,-0.004926468296616804,0.036020795174408704,0.0008285705019564679,0.038499595665295296,0.06653225841000676,0.036020795232616365,10.176496833562851,0.012176617421209813,0.3360051572322845,0.023770277202129365,0.0014028015939402394,0.1816732257604599,0.5598172962665557,0.00010711421782616526,-0.006722529488615692,0.03140775635838509,0.0008384433342143894,0.034056326001882554,0.06784856021404266,0.031407757103443144,8.94487219452858
17,pg,score_function,0.018231642626536388,0.30757464095950127,0.02523560084713002,0.001518341236381578,0.18969153923292956,0.7197180092334747,-0.057161293026486724,-0.0019778639568054737,0.032338615894938506,0.0007023138993342096,0.034429525452045105,0.05800571292638779,0.03233861624418447,8.534597665071487,0.016030824184417723,0.2477296233177185,0.026379457116127013,0.0018658205066458323,0.1838518500328064,0.5831774353981019,0.00012693878379650415,-0.006488006748259068,0.01871569948270917,0.0011835078184958547,0.020581272058188917,0.038161057978868484,0.018715699762105943,7.531259989738464
18,pg,score_function,0.011600474962809434,0.2818363302697738,0.02541355392895639,0.0009713914781800023,0.20001701141397157,0.7291602318485578,-0.029466648324159905,-0.0059632593280791,0.030018900521099567,0.0007255810645195501,0.03196382311095173,0.05291813674072424,0.03001890123899405,9.091536385317644,0.017616393975913525,0.2936075985431671,0.023769891634583474,0.0018570475511296535,0.20981896817684173,0.6075326919555664,0.00046374297817237676,-0.0035537895746529102,0.029452048428356647,0.0011088251485489309,0.032068609818816186,0.05847355835139752,0.02945204935967922,8.71908712387085
19,pg,score_function,0.016157693210213136,0.3136431785921256,0.02410823533621927,0.0015810766252949786,0.2310501883427302,0.7509173080325127,-0.04044909505561615,-0.003801807470154017,0.025909155801249046,0.0006630070480847886,0.02770936438658585,0.04233871020066241,0.025909157198232908,8.429209331671396,0.022920339088886976,0.32511619925498964,0.02307913191616535,0.0024641837248509544,0.2283712923526764,0.6182981610298157,0.0007860418350901455,-0.0009401461342349648,0.026552004180848597,0.0009144565323367715,0.028565370291471482,0.051322116144001485,0.02655200380831957,5.8824157357215885
20,pg,score_function,0.015535872972880801,0.335045179973046,0.02325765012453,0.0015412716149588352,0.23103314141432443,0.7542820125818253,-0.04694530570607943,-0.0037993102547867843,0.035088202896683164,0.0007844148761554001,0.03734353856028368,0.05847299269710978,0.03508820435187469,9.51229676604271,0.009512119647115468,0.2592893600463867,0.025352907180786134,0.0008607170544564724,0.23297737538814545,0.6094715237617493,0.0004499052185565233,-0.007467919308692217,0.02465538550168276,0.001092026085825637,0.026855058036744595,0.048317310959100725,0.024655385687947274,7.067088866233826
21,pg,score_function,0.017355306908333052,0.23363707462946573,0.027772570805003245,0.0015392006626863501,0.24146208042899767,0.7611373737454414,-0.04906356113497168,-0.004226981506993373,0.02979390530769403,0.0007590007638403525,0.03194130695192143,0.04905388958286494,0.029793905501719564,9.191116909186045,0.016270046681165697,0.205375075340271,0.02774108462035656,0.0015057142682053382,0.24061940610408783,0.6450310826301575,0.0005267753876978531,-0.005129067553207278,0.024455302814021706,0.0008251116843894124,0.02631908361800015,0.04429086595773697,0.024455302534624933,4.644574284553528
22,pg,score_function,0.015666397676492732,0.26928874601920444,0.02550429990515113,0.0007082629746631616,0.21918498041729131,0.7636768370866776,-0.05029955191033272,-0.0006270671728998423,0.028695074433926493,0.0007830289778212318,0.030676338685831677,0.04819808508424709,0.02869507441452394,9.594097311298052,0.0161480899900198,0.2833885818719864,0.024300320819020272,0.00040385738830082116,0.22244867384433747,0.6226231932640076,0.0008767111925408244,0.0019786428892984986,0.024475021800026298,0.0011247428774368018,0.026758349779993296,0.047536057978868486,0.024475021846592428,8.129174709320068
23,pg,score_function,0.019264922244474292,0.3280989279349645,0.02308944092753033,0.001639369333427491,0.2180690219004949,0.7433613191048304,-0.04376874541048892,-0.000476644888597851,0.028073940503721435,0.0006456530439512184,0.029917728311071794,0.046244959851416446,0.028073939979852486,7.907028506199519,0.015014862827956676,0.3206458270549774,0.023162424564361572,0.0006293604654274531,0.20681849718093873,0.6010136127471923,0.00041453439625911416,0.00028684856370091437,0.036957473307847974,0.0011961964366491884,0.04011993333697319,0.07475961744785309,0.036957474797964095,8.130277371406555
24,pg,score_function,0.017049800119517993,0.30797625208894414,0.023706125793978572,0.001220947343597345,0.2002099740008513,0.7410476381580035,-0.054370084195397794,-0.000907999356665338,0.027787860337411985,0.0007438106804329436,0.029636490566190332,0.04819808481261134,0.02778786010458134,9.173387636741003,0.013887392170727254,0.2936935842037201,0.023449306190013886,0.0004408551161304786,0.18144929707050322,0.5961228609085083,0.00027431870403233917,-4.153666086494923e-05,0.016646782495081426,0.0010317222913727164,0.018439758010208605,0.03425480835139751,0.01664678268134594,4.925202870368958
25,pg,score_function,0.015768366827008624,0.3232300269107024,0.02294700142617027,0.0012506303197975892,0.1913029191394647,0.7541387875874838,-0.057412951156341784,-0.001958285368649134,0.03435722485301085,0.0008798593953542877,0.03647690157716473,0.058840515945727624,0.03435722453286871,10.296047031879425,0.015547260269522667,0.2962755858898163,0.024178990721702577,0.00025679018544906286,0.17886632382869722,0.5835580110549927,0.00036943861632607875,0.002173814084380865,0.02952394764870405,0.001174146996345371,0.03201908525079489,0.0631610568612814,0.02952394764870405,10.273719024658202
26,pg,score_function,0.0153561633778736,0.29677710868418217,0.02483447811876734,0.0014814983371801798,0.1899513720224301,0.7439329599340757,-0.09660081955856488,-0.0044685676305865245,0.03377199924822586,0.0008737778662180062,0.036046971062508724,0.060567877255380154,0.03377199905420033,10.969239473342896,0.00828941510990262,0.2736297160387039,0.024901962652802468,0.00018889549965024345,0.1830322861671448,0.6019259810447692,0.00032022000523284077,-0.005106043757405132,0.021911995485424995,0.0006217448419192806,0.023565149679780007,0.04362980779260397,0.021911995578557254,6.339283204078674
27,pg,score_function,0.020150675205513835,0.27808254212141037,0.024880700279027224,0.0022739792439661066,0.18985969511171183,0.7378619785110155,-0.04662911729731908,-0.003659571331809275,0.028370624311113108,0.000742590459897959,0.03032625839114189,0.049358409053335585,0.02837062448573609,8.964938620726267,0.01148714330047369,0.24185350239276887,0.026620035618543626,0.0005010081280488521,0.19764876663684844,0.618123733997345,0.00045281514467205853,-0.004327915282920003,0.028984634950757027,0.001379825989715755,0.03124401643872261,0.05679086595773697,0.02898463383316994,7.394340562820434
28,pg,score_function,0.015471136410875866,0.2718327653904756,0.02546208763184647,0.0006238350507980309,0.19809316719571748,0.744768351316452,-0.0827751079632435,-0.00037908264494035393,0.03151961502347452,0.0007086888205473466,0.03358873248604747,0.054424983294059835,0.03151961515929239,8.711029266317686,0.012668712437152863,0.24262445867061616,0.02608100473880768,0.00018032045318250312,0.18561701476573944,0.585718297958374,0.0003916249028407037,-0.0012733919778838755,0.017113184090703726,0.000896302133332938,0.018782625533640386,0.03503605835139752,0.017113184556365013,5.740217971801758
29,pg,score_function,0.016046261182054877,0.3131367675960064,0.024078742833808064,0.001051919140593327,0.18490978827079138,0.7258460621039072,-0.06599367076220612,-0.0012527059006970376,0.028838206140790135,0.0008330423224833794,0.030842588904003303,0.05182081647217274,0.028838205519908417,10.000074128309885,0.008001451566815376,0.3345324039459229,0.023011614754796027,9.747974922902358e-05,0.1748935967683792,0.5644865870475769,0.0006560372887179256,-0.003991754609160125,0.02299007885158062,0.0012215579976327718,0.025185989774763586,0.05144231058657169,0.02299007885158062,8.617731952667237
30,pg,score_function,0.015101358915368715,0.34782599844038486,0.022160762377704184,0.0014130603658391767,0.17627338226884604,0.6991891687115034,-0.08709952786254387,-0.0030443241751830405,0.028051238351811964,0.0007090458493621554,0.029967658997823794,0.05259261685811604,0.02805123828390303,9.142457424352566,0.010824438743293285,0.313024228811264,0.02328801527619362,0.00010566199962340761,0.17691681385040284,0.5841868281364441,0.00031302028510253875,-0.0013478789012879133,0.02158593647181988,0.0010319407796487213,0.023274381086230277,0.04441105797886848,0.02158593721687794,7.024749827384949
31,pg,score_function,0.020299335825257003,0.2746756598353386,0.0254915125357608,0.0023726169813850597,0.20120125450193882,0.7381349404652914,-0.0850954595565175,-0.004309505214526628,0.030564588281170774,0.0008156339057071212,0.03255086594920916,0.05267662166928252,0.030564587699094165,9.494036118189493,0.007953638210892677,0.19851547181606294,0.028924692422151566,0.00036822903084612337,0.21474379003047944,0.636891782283783,0.0004284471273422241,-0.008349853102117777,0.019495107885450124,0.00120557164773345,0.021480640675872565,0.03737980797886849,0.019495108257979156,6.247606635093689
32,pg,score_function,0.016049426048994064,0.20280356891453266,0.031024128664284945,0.0006399764650192689,0.22011087586482367,0.7727717384696007,-0.027032256313153386,-0.002662520797457546,0.033251270302571356,0.0007320163046339682,0.03533800943599393,0.05409946230550607,0.03325127103986839,8.934214229385057,0.006296341121196747,0.24592336416244506,0.02641318216919899,0.00010490549138708616,0.21057510375976562,0.6210177063941955,0.0005135997722391039,-0.007434777299249617,0.03485628291964531,0.0006226170673471643,0.03707431554794312,0.06706730797886848,0.03485628217458725,7.942216436704621
33,pg,score_function,0.01147082372335717,0.30277643849452335,0.02376553090289235,0.0010361233232742961,0.22547780411938825,0.7754712253808975,-0.038510230820975266,-0.005592558368031557,0.035962352936621755,0.0007863887464433598,0.038236657041125,0.05967531946953386,0.03596235242245408,9.173759053150812,0.008447391353547573,0.3136376678943634,0.022826799750328065,0.00022628087269822573,0.2100217252969742,0.6732058048248291,0.0003693542559631169,-0.004097412875853479,0.02995247058570385,0.0009278868150431663,0.031946088187396526,0.055228366144001485,0.02995247021317482,5.674434185028076
34,pg,score_function,0.01759637046294908,0.3384947342177232,0.02134747081436217,0.00261541482963897,0.2255068365484476,0.779966190457344,-0.02084940837054698,-0.006154439606082936,0.032257082008679085,0.0006999642088582428,0.03419999893715916,0.05147429439239204,0.032257082658664636,8.637491082151731,0.011539943516254425,0.331482458114624,0.022711950913071634,0.0007867585463827709,0.24407669603824617,0.6797848582267761,0.0009283713006880134,-0.0037498247576877473,0.028984802588820458,0.0009087782935239374,0.031454524770379064,0.05132211595773697,0.02898480389267206,6.257551312446594
35,pg,score_function,0.019330559046162914,0.35145275046428043,0.02263594752488037,0.0015066904094283018,0.25956383471687633,0.7887050285935402,-0.028414553232020506,0.0004791330817776422,0.031804056702336915,0.0006964207495911978,0.03375764338610073,0.04891213060667118,0.03180405658592159,8.830046772956848,0.011450726725161075,0.35647253394126893,0.022220836952328682,0.000553422267694259,0.2218286097049713,0.6491220593452454,0.0005797852587420494,-0.002426802925765514,0.028428983688354493,0.0009639601106755435,0.03091614581644535,0.05222355797886848,0.02842898517847061,7.654097902774811
36,pg,score_function,0.011467506100113193,0.333727332452933,0.021866997238248587,0.0015257921753194144,0.22990670489768186,0.7877096608281136,-0.02819073766962295,-0.007094953102447714,0.034190973199050255,0.0007736680806071187,0.03630346457551544,0.05438298049072424,0.03419097338337451,9.818924921254316,0.005237027257680893,0.25901651978492735,0.024915896728634833,0.0004938593447150197,0.23216492831707,0.671516764163971,0.0003180117259034887,-0.009690217906609178,0.029981042258441448,0.0009884801052976399,0.03222769042477012,0.05288461614400149,0.029981042817234994,5.490172266960144
37,pg,score_function,0.016816365338551503,0.25694855364660424,0.025882981174315017,0.0010647079577665863,0.23927363008260727,0.793887714544932,-0.03461611726470437,-0.0014486651149733614,0.03460140672783988,0.0008311637660275059,0.03677022237873947,0.0555643072972695,0.03460140639799647,9.788678805033365,0.017303499951958658,0.22084719240665435,0.02654634341597557,0.00022341389631037601,0.2391458958387375,0.6570544004440307,0.00026837059122044595,0.002913258271291852,0.025450230576097965,0.0009332372748758644,0.02750998567789793,0.04519230797886849,0.02545023141428828,6.16729633808136
38,pg,score_function,0.012073391602219393,0.22788618070383868,0.02736124877507488,0.0008244720561378927,0.2596276259670655,0.7993612537781397,-0.01210814576491733,-0.00572959310375154,0.0345943165399755,0.0007838042226164058,0.03683153236246047,0.05346942273899913,0.03459431678250743,9.320343554019928,0.016190598346292974,0.18708293437957763,0.029232503101229667,0.0002646293243742548,0.27688870429992674,0.6888751268386841,0.0005960401322226971,0.00025120023638010026,0.03809868544340134,0.0009346994687803089,0.04076922498643398,0.0639423094689846,0.03809868693351746,6.68727787733078
39,pg,score_function,0.01597242699547981,0.21912818277875581,0.027162318971628945,0.000801543125273696,0.27986214744548005,0.8091127077738444,-0.02308673801386855,-0.001616448222193867,0.03039893040355916,0.0007107233250280842,0.032409877050668,0.045431158039718866,0.030398931237868965,9.11447647958994,0.0154232288710773,0.23071160018444062,0.025081711262464522,0.00106964649571637,0.25840052366256716,0.6979732275009155,0.0003288939071353525,-0.002465859055519104,0.025804612878710033,0.0010610057215671986,0.02801954559981823,0.04350961595773697,0.025804612692445515,7.305166172981262
40,pg,score_function,0.021559278713539243,0.2573417406529188,0.024437009124085307,0.0015591718138997142,0.2581038971741994,0.8042274986704191,-0.015941672810489155,0.0015449152560904622,0.02958393832280611,0.0006553467016298479,0.031399378494825214,0.04521064429233471,0.029583938545935478,7.728982453544934,0.009903275221586228,0.22871504127979278,0.026525289937853812,0.00036444529359869193,0.26934596300125124,0.6725526809692383,0.0006022920424584299,-0.00518159638158977,0.03808604665100575,0.0011627432890236379,0.04081117883324623,0.06538461670279502,0.03808604963123798,9.945765805244445
41,pg,score_function,0.018235967378132045,0.22685927587250868,0.027888952443997066,0.0010744190646428582,0.26952452088395756,0.7749245117108027,-0.025968285155613557,-0.0010806044325969804,0.03559014943311922,0.0008199618144620521,0.03810062235182462,0.05753843253478408,0.03559014873462729,9.617221335570017,0.007031380198895931,0.2138300657272339,0.027973263710737228,0.00022727808800482308,0.24543266892433166,0.6246460318565369,0.0005039181734900922,-0.0080916419159621,0.04020725712180138,0.0014808770967647434,0.04320654422044754,0.07698317319154739,0.040207257866859435,8.662569379806518
42,pg,score_function,0.018384687951765954,0.18548643961548805,0.03118331350075702,0.0007848763439379051,0.2330170130978028,0.7681602438290914,-0.03149334003652863,-0.0011313502933868829,0.02883475828760614,0.0006660405063788252,0.030690357574106503,0.04787256409569333,0.028834758937591687,8.14038160443306,0.020323284156620502,0.1598932772874832,0.030587783828377724,0.0005066855759650934,0.22258534729480745,0.5955329537391663,0.00045617083960678426,0.002495964232366532,0.01654727468267083,0.0009412639265065081,0.017869548732414843,0.03257211595773697,0.01654727542772889,4.5687604427337645
43,pg,score_function,0.01668561971746385,0.19895359749595323,0.030498952449609835,0.0006818689186331994,0.22484158414105573,0.744571695725123,-0.06562699325453043,-0.0019732010065733143,0.030576916101078194,0.0007715503537231901,0.03280338749755174,0.05308089739022156,0.03057691656673948,9.567780142029127,0.01211344301700592,0.19822210669517518,0.029014598205685617,0.00030979160765127746,0.21307665407657622,0.5738841891288757,0.0004285652743419632,-0.003942814003676176,0.029111871868371962,0.0011719616770278663,0.03196773231029511,0.06147836670279503,0.029111871868371962,6.387979531288147
44,pg,score_function,0.013300462199064592,0.245313019802173,0.026166446429366868,0.0005601428147201659,0.2211337232341369,0.7448297714193662,-0.05426902473360921,-0.0025834750558715314,0.02350983788104107,0.0006800387936891639,0.02521603919255237,0.03975554462522268,0.02350983815267682,8.416138723492622,-0.00037257112562656404,0.2840957522392273,0.024068471416831015,0.00012082924326932698,0.21875297725200654,0.6162966966629029,0.0004425162740517408,-0.013010952901095153,0.03305844478309154,0.0010829461505636572,0.03589285388588905,0.06772836595773697,0.03305844664573669,7.041594314575195
45,pg,score_function,0.015314226019351432,0.31616396208604175,0.02312893591200312,0.0012285508518828554,0.24364231837292513,0.749407097697258,-0.06609302751894575,-0.0023929963669312806,0.028537967552741367,0.0006688249328969201,0.03055257875045451,0.04870736746427914,0.02853796672813284,8.33335946003596,0.01159291695803404,0.3129376292228699,0.022453342378139497,0.0002761573157840758,0.24223049581050873,0.6438397645950318,0.0004148712439928204,-0.0010145409032702446,0.022246617823839188,0.0010174855880904943,0.024202406778931616,0.04050480797886848,0.022246617078781127,6.700427103042602
46,pg,score_function,0.0078058581954489155,0.3307082864145438,0.02221768186427653,0.0009277261864351812,0.24275411603351435,0.7689054533839226,-0.02850345759634365,-0.00794161368200245,0.03231657538951064,0.0008006973954858646,0.03447007673094049,0.05342741978044311,0.03231657500145957,9.87431152164936,0.015236492548137904,0.29835004806518556,0.023487063869833947,0.0008773353634751402,0.25195993185043336,0.6886008977890015,0.00021064909524284303,-0.0008937160484492779,0.03994449367746711,0.0013814460020512343,0.042758287861943245,0.07151442617177964,0.03994449367746711,8.024103903770447
47,pg,score_function,0.012232390271189312,0.28879014402627945,0.02327720766576628,0.0009946742377409852,0.2666469526787599,0.8283674394090971,-0.01702304789311408,-0.004379585060329798,0.036743156728334725,0.000763929364135644,0.03891421932106217,0.054913264544059835,0.036743157310411334,9.202406167984009,0.016650474164634943,0.28880481123924256,0.02291468158364296,0.000513339376152544,0.260667097568512,0.7231244206428528,0.00024322192912222816,0.0026264363434165714,0.026285462081432343,0.0005798321159090847,0.027898089587688447,0.041286058723926544,0.026285462826490403,6.430103924870491
48,pg,score_function,0.014471654314547777,0.3094102560232083,0.022143436983848613,0.0013078038904469718,0.2676146657516559,0.8415764843424162,-0.007171539699508382,-0.0031390835841496787,0.03100815087479229,0.0006431059076324649,0.03276958353429412,0.04543115811732908,0.03100815157328422,8.189375335971514,-0.0031675854697823524,0.2889621824026108,0.022722895815968515,0.00035128123417962345,0.25539296865463257,0.7435803055763245,0.00019854883576044812,-0.01628543946426362,0.03568146899342537,0.0015392983448691666,0.03826063377782703,0.05835336744785309,0.03568146722391248,7.3141132354736325
49,pg,score_function,0.010838729795068502,0.2679222446555893,0.023426804148281615,0.00104470944180927,0.2691672332584858,0.8236513535181681,-0.032401570929626665,-0.006098219683906336,0.03352382887775699,0.000686383562424453,0.0354669961767892,0.04917464742902666,0.033523828140459955,8.621827493111292,0.020853003859519957,0.22585495114326476,0.02587377019226551,0.0004335304900450865,0.28726487755775454,0.7357611179351806,0.0004867734794970602,0.005748465843498707,0.03757983446121216,0.0013994649285450577,0.04062430486083031,0.060036059468984604,0.0375798337161541,9.012571787834167
50,pg,score_function,0.014670318846280376,0.2539001318315665,0.02429936151020229,0.0005735720010780673,0.2803733206043641,0.8412196561694145,-0.03156802369934061,-0.00034722205843233195,0.030390250428657357,0.0007086482752735416,0.032147710192172475,0.04374580015428364,0.030390250477163743,7.803337171673775,0.011139911599457264,0.27929473519325254,0.023088511452078818,0.0002631806523595515,0.25685452818870547,0.7422992587089539,0.00031866691424511375,-0.001720247697085142,0.037854839488863944,0.0011505766538903116,0.04012572430074215,0.06081730797886849,0.037854840978980064,7.621118402481079
