epoch,model_variant,train_loss,train_policy_success_mean,train_mse_loss,train_fairness_penalty,train_mean_score,train_max_score,train_min_score,train_incremental_objective_mean,train_mean_rs_allocation,train_budget_fraction,train_batch_budget,val_loss,val_policy_success_mean,val_mse_loss,val_fairness_penalty,val_mean_score,val_max_score,val_min_score,val_incremental_objective_mean,val_mean_rs_allocation,val_budget_fraction,val_batch_budget
23,rs,-0.009692166543876132,0.25642936614652473,0.022957621995980542,0.0018292649298056556,0.46963000670075417,0.9675435026486715,4.121083293284755e-06,0.04179611220024526,0.046244960045441985,0.04593171643489056,11.708333333333334,-0.042594597488641736,0.2780225247144699,0.02169763632118702,0.0003946577664464712,0.4552141547203064,0.948107373714447,0.00045143932802602647,0.06626552268862725,0.07475961670279503,0.07205029231567703,15.6
24,rs,-0.015033825649879873,0.25949313181142014,0.02265489147976041,0.001117381692476253,0.46712273731827736,0.9665861676136652,0.0005179237896300037,0.04327562603672656,0.04819808489022156,0.04797016352976679,12.208333333333334,-0.005974669381976128,0.23380472660064697,0.022125370055437087,0.0004473302557016723,0.48044323921203613,0.94773371219635,0.0007005750201642513,0.030336690414696933,0.034254808258265254,0.03413427139716863,7.0
25,rs,-0.026006095266590517,0.26762309794624645,0.02210846512267987,0.000945588900748362,0.4740445502102375,0.9654999772707621,0.00029128886884185096,0.05284250470382782,0.05884051749793192,0.0589781986411228,14.541666666666666,-0.031667038798332214,0.2546296715736389,0.022781611233949662,0.0003757686492463108,0.5029903054237366,0.956669807434082,0.0007608929416164755,0.05632749497890473,0.0631610594689846,0.05767932014513942,14.4
26,rs,-0.025455585913732648,0.2645915988832712,0.023336134928589065,0.0012788877469584274,0.506828727821509,0.9739257668455442,0.0003885906547414682,0.05518615880282596,0.060567876789718866,0.059941644217256944,15.375,-0.013831595331430436,0.24930511116981507,0.022438421845436096,0.0006348978035816799,0.47127957344055177,0.9623486757278442,0.0003828663466265425,0.03944450542330742,0.04362980946898461,0.043317605500326,9.4
27,rs,-0.014975782095765075,0.2487610044578711,0.022939990895489853,0.001432761978567972,0.48448287571469945,0.9748420317967733,0.00025886110309632687,0.045079582797673844,0.04935840928616623,0.049536888305556144,12.375,-0.027186088263988495,0.22070765793323516,0.023505618050694465,0.0001586742790095741,0.5281874418258667,0.9580132365226746,0.0011124345008283853,0.05148507803678513,0.05679086595773697,0.058963455377635164,11.0
28,rs,-0.022706134205994506,0.24312840898831686,0.023173021036200225,0.0006823772398926545,0.4969963977734248,0.9720144619544347,0.0004697519980254583,0.04929104137894077,0.05442498375972112,0.05447584265610803,13.541666666666666,-0.004732036031782627,0.23043222725391388,0.02270692028105259,0.0008692627554410138,0.4879236161708832,0.9599005699157714,0.0005219140788540244,0.03178527057170868,0.03503605797886848,0.0332252053057341,7.2
29,rs,-0.019141076249070466,0.2710996189465125,0.022529331035912037,0.0011289583812867932,0.4819377114375432,0.9751009891430537,0.0003600188696661159,0.04731519892811775,0.051820817248274885,0.05151058865046679,12.875,-0.022822446748614313,0.2575423151254654,0.022568681091070176,0.0002686051891942043,0.4768608510494232,0.962193512916565,0.0003866825834847987,0.04673415422439575,0.051442307978868486,0.053126207985749394,11.4
30,rs,-0.018616047299777467,0.2555706879744927,0.022725764351586502,0.0012805415574727401,0.47789111236731213,0.9737120966116587,-1.9054803109005054e-05,0.0477445195040976,0.052592615926793464,0.052094949096360754,13.333333333333334,-0.016509483009576796,0.23422220945358277,0.02307412475347519,0.00012040011788485571,0.4992282032966614,0.958376693725586,0.0005909710394917056,0.040185607969760895,0.04441105797886848,0.04604027321840187,9.6
31,rs,-0.01583197949609409,0.22128890454769135,0.023940632042164605,0.0016149213471609396,0.5060166381299496,0.9719528183341026,0.0003457439327879304,0.04784721821973411,0.0526766215916723,0.05260246046145387,12.833333333333334,-0.007974134944379329,0.18851527869701384,0.024814052879810332,0.00022414224586100317,0.5288767695426941,0.9624601602554321,0.0006558877998031676,0.033908899314701556,0.037379808723926544,0.034142842967557034,7.8
32,rs,-0.020872490131296217,0.20970935064057508,0.02499140822328627,0.0007016170541428816,0.5271055499712626,0.9740541105469068,0.00016631630084399754,0.049371983273886144,0.0540994624607265,0.05395433602571739,13.458333333333334,-0.03540961630642414,0.23317805230617522,0.024305630847811698,0.00020947272990952116,0.5156285405158997,0.9653884172439575,0.0004794173699337989,0.060762611031532285,0.06706730872392655,0.06552464596162944,15.4
33,rs,-0.02832084847614169,0.24867840856313705,0.02356690789262454,0.0005600010249509069,0.5095875188708305,0.9785377383232117,0.00028427853158063954,0.05468776150761793,0.05967532012922069,0.059072224475607726,14.625,-0.025703240558505057,0.24578857421875,0.02386070229113102,0.00013704151033380185,0.49793737530708315,0.9689350843429565,0.0003790937858866528,0.05024915058165789,0.05522836744785309,0.05384435077746809,10.6
34,rs,-0.016876569483429193,0.27264055609703064,0.022683078267922003,0.0015432639099250596,0.48135141283273697,0.978829617301623,0.0002967800886229573,0.04727596716838889,0.0514742952461044,0.05130130326315113,12.916666666666666,-0.02286030389368534,0.2489548683166504,0.023194046691060066,0.0001021866308292374,0.49265794157981874,0.9659942865371705,0.0005165445967577398,0.046565284579992296,0.051322116330265996,0.0493984619091277,9.6
35,rs,-0.01627049738696466,0.24096802435815334,0.023115544424702723,0.0010477160061176012,0.4959258909026782,0.9741586322585741,0.0003260903784697196,0.044624621844074376,0.048912131072332464,0.04918227354246515,12.0,-0.023167801648378374,0.23783608973026277,0.023075680434703826,0.00015516060593654402,0.4780246317386627,0.9635744214057922,0.00032083682890515774,0.04701928570866585,0.05222355797886848,0.0470205924282813,11.6
36,rs,-0.022265634150244296,0.24677312187850475,0.02236608889264365,0.0009934705054040667,0.4859062706430753,0.9737320666511854,0.00026548856082323863,0.04959907509813396,0.05438298134443661,0.05388194138112971,13.791666666666666,-0.02151795383542776,0.2169712007045746,0.02398294322192669,0.0005013414003769868,0.5096032321453094,0.9656525492668152,0.0005402105889515951,0.048007603362202646,0.05288461595773697,0.05445877965132826,10.0
37,rs,-0.020765959518030286,0.23188063067694506,0.02413668530061841,0.0012168096362377885,0.5204237128297488,0.9778813098867735,9.83744498626038e-05,0.050986693085481725,0.05556430590028564,0.05618987745807128,13.833333333333334,-0.015262042358517646,0.19684432148933412,0.02465530186891556,0.0002530952111982288,0.525675767660141,0.9651631474494934,0.0004053271433804184,0.0411828201264143,0.045192308165133,0.04267727703254433,9.8
38,rs,-0.020840678247623146,0.22161691511670747,0.023768647341057658,0.0008395459584088864,0.5018569007515907,0.9771320968866348,0.00033763786996132694,0.04880705582521235,0.053469422816609345,0.05309987960982859,13.166666666666666,-0.032862570881843564,0.22253110706806184,0.024141839519143105,0.0001737554664941854,0.5199108600616456,0.9665909051895142,0.0005481066415086389,0.05787318646907806,0.06394231133162975,0.06633735713140029,14.6
39,rs,-0.013518793042749166,0.2068654466420412,0.024226092034950852,0.0007930914245359114,0.5240752175450325,0.9784191871682802,0.00025159246297334903,0.04171034204773605,0.04543115842776994,0.04564027550352754,11.5,-0.012307193130254745,0.21227481365203857,0.02398928180336952,0.0006038123239704874,0.48403791189193723,0.9667534351348877,0.0002049107803031802,0.03931553568691015,0.04350961595773697,0.04521494120318482,7.6
40,rs,-0.013691645736495653,0.2524915263056755,0.021804069401696324,0.0011464448675345313,0.46572958926359814,0.9752429574728012,1.0268890643298315e-05,0.04122793974238448,0.04521064336101214,0.04465002775099902,10.791666666666666,-0.03437681868672371,0.23094629347324372,0.023526331037282945,7.53662088669671e-05,0.4987189531326294,0.9618986487388611,0.0005937703885138035,0.05827998146414757,0.06538461670279502,0.06553872634648952,13.2
41,rs,-0.023910178647687037,0.21687872894108295,0.024015553606053192,0.0009322425620060434,0.5087755670150121,0.9763361488779386,0.0001288743765144318,0.05258694501632514,0.05753843284522494,0.05718767871706465,14.208333333333334,-0.045539022982120515,0.23918096125125884,0.023871304467320442,6.77682790410472e-05,0.5037425756454468,0.970975923538208,0.0004269056487828493,0.06974916756153107,0.07698317319154739,0.07309241400903613,14.4
42,rs,-0.014741305727511644,0.21081727060178915,0.02417468271839122,0.001001593741553582,0.5180754698812962,0.9805471748113632,0.00042446392247560044,0.043923957098741084,0.047872565143431224,0.048338570375256996,12.125,-0.003939546272158622,0.17799373865127563,0.024487914517521858,0.0002412082874798216,0.5161754190921783,0.9709635138511657,0.00048754264425951985,0.02963350247591734,0.032572117447853086,0.03522086492914574,4.8
43,rs,-0.021128439538491268,0.20730707173546156,0.024177535980318982,0.0006803157396575443,0.5204493378599485,0.9780406678716341,0.00021142375180716044,0.04870755400042981,0.05308089839915434,0.05290438741266144,13.458333333333334,-0.030997223407030105,0.21266365945339202,0.02461247444152832,0.00010806016853166511,0.5267220854759216,0.9719247698783875,0.0005824775551445782,0.05614999905228615,0.06147836670279503,0.06524158884546227,12.2
44,rs,-0.01120052948438873,0.23940864826242128,0.022801904939115047,0.0005123090755144352,0.4902891119321187,0.9783695215980212,-0.00024657535595906666,0.03656397976252871,0.039755545129689075,0.039444232018751295,9.916666666666666,-0.03675142489373684,0.26891784071922303,0.02248029299080372,0.0003400079964194447,0.45741196274757384,0.9700697422027588,0.0003080056165345013,0.06093175709247589,0.06772836782038212,0.06983033063594499,13.8
45,rs,-0.015369196305982769,0.24576604242126146,0.022280125801141065,0.0013040226952417318,0.4756081352631251,0.9762784739335378,0.0004457233688602476,0.04416943506415313,0.04870736820157617,0.04826830613335786,12.208333333333334,-0.013406313210725784,0.2086486130952835,0.02275328226387501,0.00011894081617356279,0.48294079303741455,0.9679655313491822,0.000580539696966298,0.03675429932773113,0.04050480872392655,0.037573984191152446,8.6
46,rs,-0.021255584511285026,0.2218176070600748,0.02355115038032333,0.000780176902784054,0.509110106776158,0.975340244670709,0.0004660023350879783,0.04870761974598281,0.053427419547612466,0.05320521205802856,13.416666666666666,-0.04033964797854424,0.24037032425403596,0.023189108446240426,0.0003494642689474858,0.5038638710975647,0.9757199645042419,0.00047215712838806213,0.06527607711032032,0.0715144231915474,0.06828532108139138,13.0
47,rs,-0.022924400477980573,0.23347635877629122,0.02303595592578252,0.0009695945018666959,0.5063627076645693,0.9830056528250376,-0.00012006895781269122,0.05080832894115398,0.054913264932110906,0.05492380490160383,13.666666666666666,-0.011218966171145438,0.21240596175193788,0.023049044236540795,0.0007123595132725313,0.4917967438697815,0.9751273989677429,0.00042837955988943576,0.03782980814576149,0.04128605797886849,0.0369400966175025,8.8
48,rs,-0.016431999936078984,0.24524389393627644,0.02229640322426955,0.0006327691776751484,0.4782389998435974,0.9804390569527944,-1.372023166368308e-05,0.0418922487879172,0.04543115819493929,0.04486801272819429,11.5,-0.02897531446069479,0.24763250350952148,0.022071360796689986,0.000398673363196167,0.47259004712104796,0.9724322319030761,0.0006295864353887737,0.05304004196077585,0.05835336595773697,0.05720053885876157,11.4
49,rs,-0.016818017582409084,0.24224518549938998,0.02173553399431209,0.0012700522136981363,0.4733932241797447,0.977546734114488,0.0003287143557220891,0.044903813085208334,0.04917464808871349,0.049199866394291775,12.458333333333334,-0.03108113668859005,0.24252308309078216,0.02190897986292839,0.0002954806866000581,0.4666623532772064,0.9684125781059265,0.0005728019226808101,0.0544675201177597,0.06003606021404266,0.05969291111600835,13.6
50,rs,-0.015283505083061755,0.2550260176261266,0.02138613521431883,0.0006534688979063693,0.45913049081961316,0.9777216066916784,-2.8973720873182174e-05,0.03993698438474288,0.04374580003786832,0.04341571003212635,10.416666666666666,-0.03357662856578827,0.2674150288105011,0.0212842233479023,6.642842045039288e-05,0.4603772103786469,0.9710677981376648,0.000623194282525219,0.055192993581295015,0.0608173094689846,0.05543998263155427,13.8
51,rs,-0.020273185141074162,0.28368100710213184,0.020166289216528337,0.0013836515815910388,0.44483376915256184,0.9802608365813891,0.0004037574821419791,0.04735773222637363,0.05155830077516536,0.05137349499279362,12.416666666666666,-0.03422876596450806,0.26816711723804476,0.021102041751146317,5.060075245637563e-05,0.4618474841117859,0.9717144131660461,0.0006282405694946647,0.05558381080627441,0.061598559468984605,0.06028074124640377,14.0
52,rs,-0.018413695972412825,0.25316559337079525,0.02124930211963753,0.0011688988205757294,0.466482799500227,0.9794356524944305,0.00016039037927839672,0.04550749249756336,0.04966292856261134,0.04975436780231829,12.583333333333334,-0.015327338501811028,0.22656235992908477,0.021673328429460525,0.00011823437491784717,0.46945826411247255,0.9716692686080932,0.0006330579111818224,0.03759183883666992,0.04128605797886849,0.040970965500909604,8.8
53,rs,-0.02517444803379476,0.25658039562404156,0.021685922828813393,0.0008281782772770659,0.4751397371292114,0.9799587354063988,0.00018507589144671024,0.05100126207495729,0.05538054509088397,0.05587475806795939,13.916666666666666,-0.029518309608101846,0.2460481345653534,0.022225039452314375,0.000476222207396404,0.48699042201042175,0.9770128846168518,0.0005691336264135316,0.054124459624290466,0.05913461670279503,0.059299707298045026,11.6
54,rs,-0.02971373378143956,0.2555459514260292,0.022023247399677832,0.0009413179455274682,0.4904816597700119,0.9834843873977661,-0.0007380196639132919,0.05644356998770187,0.06111916294321418,0.06067229861586041,15.125,-0.0330354493111372,0.22642312645912172,0.023281748220324517,0.0003242760225020902,0.5098629057407379,0.9785936951637269,0.0005066391575383022,0.05793857648968696,0.06316105797886848,0.0611759352460477,14.4
55,rs,-0.020695384630622964,0.22873073319594064,0.022653053825100262,0.000959161102320453,0.4978155841430028,0.9838731115063032,0.00016462268528509108,0.04814424377400428,0.05210433582154413,0.051653153155567066,13.208333333333334,-0.009830496832728386,0.19969531297683715,0.023553381115198134,0.0005938552756560966,0.506621366739273,0.9781777262687683,0.0004595955862896517,0.036353154294192794,0.03972355872392654,0.04129349109374107,8.4
56,rs,-0.023033538716845214,0.2501193340867758,0.022504614278053243,0.0009270859986827418,0.4938809387385845,0.9826227674881617,-0.003506168149063645,0.05017358311063921,0.054304226262805365,0.054543379179087394,13.25,-0.023396818712353707,0.25905637443065643,0.022135405614972115,0.0005278148091747425,0.4582696437835693,0.9785428643226624,0.00025742497527971866,0.04817129895091057,0.05300480760633945,0.05151907059276854,11.8
57,rs,-0.016178921912796795,0.27164224721491337,0.020971543698882062,0.0016445785105692796,0.4576166247328122,0.9824734876553217,-0.00044957662764015066,0.04537335796824967,0.04940041290440907,0.049422271222578786,12.125,-0.03194852769374847,0.2437666803598404,0.02149246484041214,0.00011746443049105437,0.456791079044342,0.9759450316429138,0.00047734359686728566,0.05402831481769681,0.06069711595773697,0.0616896205360999,12.0
58,rs,-0.019639849197119474,0.23678944818675518,0.0217832422349602,0.0010136130716963028,0.47823315237959224,0.9814353088537852,6.61308962056258e-05,0.04649115640980502,0.050886256659093,0.05074346479468694,12.375,-0.022943754121661185,0.23143444061279297,0.021824930608272553,0.00014251719603635137,0.47339825630187987,0.9805809497833252,0.0004381648323033005,0.045481270924210546,0.049759616144001484,0.04735295483252722,9.2
59,rs,-0.01906377108146747,0.24382061480234066,0.02127560949884355,0.0012115680187889666,0.46998026221990585,0.981933539112409,6.498028051282745e-05,0.04639722064409094,0.05033497209660709,0.050026527770193556,12.625,-0.016549603082239628,0.21645962595939636,0.022509149461984634,0.00041926289995899426,0.4972225248813629,0.9817588686943054,0.000587040011305362,0.041155066527426246,0.04429086670279503,0.040157490381509786,7.8
60,rs,-0.020523750766490895,0.22978202191491923,0.021906713373027742,0.0008625665063277665,0.49179451788465184,0.9838541522622108,-0.00013940043572802097,0.04674329629051499,0.050681494253998004,0.05048534581716104,12.583333333333334,-0.035911024548113346,0.22739809453487397,0.02271970584988594,7.145430257651241e-05,0.49002198576927186,0.9816524744033813,0.000380709461751394,0.058988002687692644,0.06460336595773697,0.06349738499875933,13.0
61,rs,-0.024121561747354765,0.243710745126009,0.021749221564580996,0.0005487761995652818,0.48617633804678917,0.9838114157319069,-0.0015336792339439853,0.04861466365400702,0.052797379437834024,0.05312241462504889,13.125,-0.026226628571748734,0.2394888699054718,0.02228126935660839,8.373275341000408e-05,0.48390727639198305,0.9838595509529113,0.0003894740890245885,0.04892656169831753,0.052884616702795026,0.05378275088927083,10.0
