epoch,train_loss,train_mse_loss,train_fairness_penalty,train_policy_success_mean,train_mean_score,train_max_score,train_min_score,train_pg_surrogate_loss,train_perturbed_objective_mean,train_perturbed_objective_std,train_avg_allocation_mean,train_avg_allocation_objective_mean,train_grad_score_norm,val_loss,val_mse_loss,val_fairness_penalty,val_policy_success_mean,val_mean_score,val_max_score,val_min_score,val_pg_surrogate_loss,val_perturbed_objective_mean,val_perturbed_objective_std,val_avg_allocation_mean,val_avg_allocation_objective_mean,val_grad_score_norm
11,-0.0069868324014047785,0.06480471603572369,0.0006957711621449943,0.61236655463775,0.008964211544177184,0.7585986480116844,-0.7148052429159483,-0.007682603580178693,0.07997835365434487,0.0012274825348868035,0.19898248463869095,0.07997835489610831,14.798899869124094,-0.003472417267039418,0.07067273706197738,0.0035427815630100666,0.6582542419433594,-0.01657969122752547,0.42434132695198057,-0.4122451961040497,-0.007015198655426502,0.04996962770819664,0.0017245880677364766,0.1978365361690521,0.04996962621808052,11.416843748092651
12,-0.005995612353823769,0.06754014842833082,0.0008617222363132745,0.6353653147816658,9.075490136941274e-05,0.8020219330986341,-0.7635315631826719,-0.006857334587645407,0.08338089287281036,0.0011453038581142512,0.19898248153428236,0.08338089442501466,14.02712514003118,-0.002718197926878929,0.06547150686383248,0.004923586800578051,0.5064253807067871,-0.0007946041703689843,0.5151171445846557,-0.48267585039138794,-0.007641784567385912,0.07133447676897049,0.0015606702072545886,0.1978365361690521,0.0713344782590866,11.716255378723144
13,-0.006464972767692719,0.05922362068668008,0.0009940335255033499,0.44482584670186043,-0.008516739316595098,0.8573057254155477,-0.7906791220108668,-0.007459006325613397,0.09149076603353024,0.0010855364186378817,0.19898248401780924,0.09149076603353024,13.176366408665976,0.0005442983470857144,0.062430160492658614,0.006038981310848612,0.49134848117828367,-0.015124521934922086,0.5592440724372864,-0.5425568222999573,-0.005494682956486941,0.07804004400968552,0.0019281584536656737,0.1978365421295166,0.07804004102945328,12.603347969055175
14,-0.007504692104703281,0.067795364651829,0.0007455453652491784,0.6182940900325775,0.006070338878392552,0.8645563671986262,-0.7953158145149549,-0.008250237360092191,0.09523145388811827,0.001079152197538254,0.19898248463869095,0.09523145575076342,13.040185451507568,-0.009324135072529317,0.07401711866259575,0.003824616951169446,0.7275144934654236,-1.7918646335601807e-06,0.5364209115505219,-0.47951155304908755,-0.013148752367123961,0.0629637062549591,0.0020834718947298826,0.1978365421295166,0.06296370774507523,12.6309335231781
15,-0.007403866489767097,0.06982789654284716,0.00045649467630918633,0.7400043110052744,0.007407170739800979,0.858346718053023,-0.8019594897826513,-0.00786036096784907,0.09038537026693423,0.0010472894864506088,0.19898248525957266,0.0903853705773751,12.512233853340149,-0.01285472484305501,0.0633349061012268,0.009030802664346993,0.7045413970947265,0.005232651531696319,0.5842054009437561,-0.5064625144004822,-0.021885527484118938,0.07596303373575211,0.0020348364487290382,0.19783653914928437,0.07596303373575211,13.115998601913452
16,0.002364391795708798,0.05072346391777197,0.0008207449820218926,0.6173707370956739,0.020819368578183155,0.8837840184569359,-0.7975403815507889,0.0015436467559387286,0.10366738929102819,0.0009462395961842655,0.1989824827760458,0.10366738960146904,11.792749727765719,0.003537239134311676,0.03849484100937843,0.006348399479065847,0.4977977514266968,0.00230729675386101,0.6129614591598511,-0.4741212725639343,-0.002811160357668996,0.06832590475678443,0.001169046328868717,0.19783653914928437,0.06832590773701668,10.63085480928421
17,-0.007584211959814032,0.04682263281817237,0.0011660146265130382,0.5688736798862616,0.028528184765794624,0.9057198762893677,-0.7672761951883634,-0.008750226688183224,0.1006061580652992,0.0011024304282424662,0.1989824827760458,0.10060615682353576,13.361843476692835,0.0005040451884269715,0.05722409188747406,0.009142156346933916,0.6258423209190369,0.03229730222374201,0.6799146056175231,-0.5693381547927856,-0.00863811131566763,0.09650934189558029,0.0014163979794830084,0.1978365421295166,0.09650934189558029,10.187809801101684
18,-0.007665911427466199,0.05809048361455401,0.0006704808756741917,0.6083148221174876,0.018035405276653666,0.929524727165699,-0.8560227726896604,-0.008336392304045148,0.11387836250166099,0.0009559510169007505,0.19898248463869095,0.11387836188077927,11.931504035989443,0.02577978642657399,0.06384594291448593,0.01273386799148284,0.5839807271957398,0.015341396816074849,0.715761923789978,-0.6563007950782775,0.013045917404815555,0.10531922876834869,0.001817711885087192,0.1978365421295166,0.10531922578811645,10.72295560836792
19,-0.0021412587411759887,0.06302133435383439,0.0008529181314109735,0.5112771814068159,0.04055973301486423,0.9346471106012663,-0.8443952649831772,-0.0029941767861600965,0.12462019113202889,0.0010508374471100979,0.19898248401780924,0.12462019144246976,12.235973159472147,0.008139407634735108,0.06811969578266144,0.008403459744295105,0.42910857796669005,0.05438809245824814,0.7723413348197937,-0.6506869077682496,-0.00026405230164527893,0.11687069237232209,0.0014124079141765832,0.19783653914928437,0.11687069237232209,11.827010846138
20,-0.0008442280571519708,0.06380675143251817,0.0007635145359016585,0.4121023714542389,0.030757078968842205,0.9376133158802986,-0.845306321978569,-0.0016077426359212648,0.120659031594793,0.0009172560955145551,0.19898248525957266,0.12065903066347043,10.995967845122019,-0.00448038438335061,0.06000782623887062,0.0041216806974262,0.3736628174781799,0.014988482557237148,0.7911212325096131,-0.6626162767410279,-0.008602064941078425,0.1062949001789093,0.0014545738813467324,0.19783653914928437,0.1062949001789093,9.615360879898072
21,0.0027367291040718555,0.056702060314516224,0.0011831738528750673,0.3581087328493595,-0.0005332377719848106,0.9076023101806641,-0.8544483135143915,0.0015535552520304918,0.0978882284834981,0.0011147676729403126,0.19898248401780924,0.09788822879393895,13.157415091991425,-0.002725769206881523,0.05544726252555847,0.00861564442202507,0.2658007025718689,-0.06525360196828842,0.6788999080657959,-0.6525070548057557,-0.011341413483023643,0.045652852207422254,0.0019341698614880442,0.19783653318881989,0.045652852207422254,13.57464578151703
22,-0.0036854471642679223,0.06732903219138582,0.001580720075666046,0.33685286715626717,0.054325061287575714,0.94678312788407,-0.8093198264638582,-0.0052661670779343694,0.11707330495119095,0.0010800631983632532,0.1989824833969275,0.11707330495119095,12.465510547161102,0.0006096366792917252,0.07237751632928849,0.0023287481802981348,0.32873316407203673,0.0629529282450676,0.827170467376709,-0.6257170796394348,-0.0017191112972795963,0.12378728538751602,0.0010839683352969586,0.19783653914928437,0.12378728985786439,10.328466641902924
23,-0.0006055935227777809,0.07767432369291782,0.001633587070009786,0.3630147414902846,0.09793386717016499,0.9592377841472626,-0.8144533981879553,-0.002239180689988037,0.13529006578028202,0.0008566273803201815,0.1989824858804544,0.13529006453851858,10.621901522080103,0.0009570670314133167,0.09260356724262238,0.0043500817964741145,0.3832536280155182,0.1187745288014412,0.8490671634674072,-0.5801115155220031,-0.0033930148645595183,0.13090790808200836,0.0009398443507961929,0.19783653914928437,0.13090790510177613,9.789868319034577
24,-0.006160792351389925,0.08320273738354445,0.001722779750745455,0.4975062310695648,0.09349448140710592,0.9574310233195623,-0.8508708899219831,-0.007883572155454507,0.13911825759957233,0.0010076041750532265,0.1989824827760458,0.13911825542648634,12.34825556476911,-0.009967205859720708,0.0922980174422264,0.007440793760724773,0.4847114682197571,0.08978913500905036,0.8743869423866272,-0.6499028921127319,-0.01740799956023693,0.12994150519371034,0.0012847799225710332,0.19783653914928437,0.12994150817394257,12.001005721092223
25,-0.00635760235794199,0.07391337227697174,0.0027504466428448873,0.45253299300869304,0.0874730134382844,0.9752476314703623,-0.859501617650191,-0.009108049232357493,0.14183857509245476,0.0009221133853619298,0.19898248525957266,0.14183857229848704,11.51007442176342,-0.010252776206471026,0.06516427174210548,0.006717182306147151,0.44943941235542295,0.06330742016434669,0.8965286374092102,-0.6758630633354187,-0.016969958366826177,0.1416927009820938,0.0011392076150514186,0.19783653914928437,0.14169270694255828,8.384197282791138
26,0.002660959765004615,0.06266527343541384,0.001254526810029688,0.39195006092389423,0.04684694118138092,0.9577006424466769,-0.8738493422667185,0.0014064329637524982,0.12837289677311978,0.0010458563604818967,0.19898248463869095,0.12837289770444235,12.589341978232065,-0.0008014982100576163,0.06351230144500733,0.0070619465201161805,0.30204068422317504,-0.014278343226760627,0.8701022386550903,-0.689687967300415,-0.007863445021212102,0.09151349365711212,0.0012300418340601027,0.1978365421295166,0.09151348769664765,12.081233990192413
27,0.0056066844942203415,0.06681822659447789,0.0014161555886037884,0.26671807033320266,0.022687800868880004,0.9514901041984558,-0.8085670818885168,0.0041905290563590825,0.09683182944233219,0.0011532287195829365,0.19898248401780924,0.09683182804534833,14.804707010587057,-0.006824336294084787,0.06821040734648705,0.0018506032414734364,0.27999457716941833,0.07355699539184571,0.8998721957206726,-0.5659395933151246,-0.008674939442425967,0.1189192295074463,0.0013138336595147847,0.19783653914928437,0.11891923099756241,9.79130733013153
28,-0.004977165241143666,0.061808032138894,0.002016121350683816,0.33151859790086746,0.07784918618078034,0.9688398763537407,-0.7915473828713099,-0.006993286631768569,0.128477044403553,0.000946294125848605,0.19898248401780924,0.1284770437826713,10.944642980893454,0.004042268916964531,0.06068650037050247,0.004373901021608617,0.35017465949058535,0.09945144206285476,0.9279327988624573,-0.5828537940979004,-0.0003316319896839559,0.13638451248407363,0.0011811498494353144,0.1978365421295166,0.13638451397418977,8.437017965316773
29,-0.001763292903585049,0.0605558172489206,0.0015348859414245908,0.36974260086814564,0.1360115505134066,0.981141577164332,-0.7940188224116961,-0.003298178877836714,0.14775987962881723,0.0008820968820752265,0.19898248525957266,0.14775987714529037,10.454471319913864,0.007792755434638821,0.05337770357728004,0.012909716248395852,0.3635343909263611,0.08624530732631683,0.9169452548027038,-0.5668769478797913,-0.0051169607788324354,0.12702501118183135,0.0014653475489467382,0.1978365421295166,0.1270250126719475,12.09776041507721
30,-0.009935967233711077,0.05651968981449803,0.002383386911787966,0.387650008002917,0.12536877564465007,0.9795464277267456,-0.7779708455006281,-0.012319354163385773,0.14246087117741504,0.0008704657169194737,0.1989824871222178,0.14246087272961935,10.442015329996744,-0.00466696098446846,0.0742627128958702,0.004853121237829328,0.47139209508895874,0.1966882526874542,0.9545327425003052,-0.564563250541687,-0.009520082036033273,0.16647031307220458,0.0015055596712045371,0.19783653914928437,0.16647031605243684,12.174642181396484
31,-0.0019343506058551914,0.0789219681173563,0.0018747212423401531,0.5671049356460571,0.1771123812844356,0.9888342047731081,-0.8078641121586164,-0.003809071728028357,0.16173591340581575,0.0009072519824258052,0.1989824833969275,0.1617359115431706,11.182261685530344,0.020271519012749196,0.09429350793361664,0.010209851880790665,0.623403012752533,0.13062217831611633,0.9128472328186035,-0.5620097994804383,0.01006166716106236,0.1390251860022545,0.0011405998026020824,0.1978365361690521,0.13902518153190613,8.13117275238037
32,-0.004371939746003288,0.09157649334520102,0.0012585563884025912,0.605054979523023,0.13670152332633734,0.982798807322979,-0.7994738767544428,-0.005630495996835331,0.1517262626439333,0.0008750974217643185,0.19898248525957266,0.15172626140216985,10.470012654860815,0.009974543191492557,0.10162402242422104,0.0073802191298455,0.5877860426902771,0.10999609529972076,0.9189570784568787,-0.5861430287361145,0.002594323828816414,0.14095401465892793,0.0012626942130737006,0.1978365361690521,0.1409540057182312,8.725338053703307
33,-0.0033310656629813216,0.0919894337033232,0.0017069425722221847,0.578636941810449,0.12702657158176103,0.986120360593001,-0.8248003721237183,-0.00503800834606712,0.15488761042555174,0.0008072925678182704,0.19898248463869095,0.1548876129090786,10.198668534557024,-0.011129364371299744,0.09472008049488068,0.00598508648108691,0.5093987345695495,0.12168984413146973,0.9529365777969361,-0.624770724773407,-0.017114450689405203,0.15281111299991607,0.0010669805575162171,0.1978365421295166,0.15281111001968384,8.852510046958923
34,-0.0013723768606723752,0.08678058007111152,0.001645117980933956,0.48861884822448093,0.13895169583459696,0.9863222539424896,-0.8295217528939247,-0.0030174949497450143,0.1614476057390372,0.0008352107070095371,0.1989824821551641,0.16144760760168234,10.091703643401464,0.012507640663534403,0.11163343340158463,0.005697978264652193,0.5194595158100128,0.11147942617535592,0.9311198711395263,-0.5881175637245178,0.006809662282466889,0.14102219492197038,0.0010020260815508664,0.1978365421295166,0.14102219492197038,9.247024416923523
35,-0.002018539341709887,0.11371470366915067,0.0014158584193856665,0.5850841924548149,0.09025222575291991,0.9759541576107343,-0.819697675605615,-0.0034343977264749506,0.13896779343485832,0.0007823006878121911,0.19898248525957266,0.13896779312441745,9.8067670216163,0.0025472573237493635,0.12965237498283386,0.005937558109872043,0.6178366780281067,0.044249133206903934,0.9217689156532287,-0.626436185836792,-0.00339030041359365,0.12156151980161667,0.0010312772588804363,0.19783653020858766,0.12156151533126831,9.49365520477295
