epoch,train_loss,train_incremental_objective_mean,train_policy_success_mean,train_mse_loss,train_fairness_penalty,train_mean_soft_allocation,train_mean_score,train_max_score,train_min_score,train_mean_expected_cost,train_total_predicted_cost,train_batch_budget,train_realized_soft_cost,train_budget_fraction,val_loss,val_incremental_objective_mean,val_policy_success_mean,val_mse_loss,val_fairness_penalty,val_mean_soft_allocation,val_mean_score,val_max_score,val_min_score,val_mean_expected_cost,val_total_predicted_cost,val_batch_budget,val_realized_soft_cost,val_budget_fraction
18,0.030017381145929296,0.00031001453286686836,0.33602305377523106,0.02026631551173826,0.0020122159777997695,0.004591412570637961,0.23571899719536304,0.8001053606470426,-0.02295225704195521,0.42303114632765454,105.31179475784302,5.729572969178359,0.004030784003286196,0.05339203394213606,0.014461159706115723,0.008157113241031766,0.32364851236343384,0.021077246963977815,0.0003082051569435862,0.23175977170467377,0.23269617259502412,0.6674763202667237,0.0007666883815545589,0.4033704996109009,83.77983665466309,5.405301505327225,1.0170451939105987,0.055203010475163496
19,0.02700440282933414,0.0003794080688995412,0.3211657553911209,0.020161427712688845,0.0014444766251623757,0.005064598730920504,0.23584461646775404,0.787650354206562,-0.01515528091113083,0.4101901687681675,101.78809881210327,4.4077241371075315,0.003967266858884007,0.042306357407575164,0.01665931921452284,0.005664401641115546,0.3167034089565277,0.020804932340979576,0.00030375769101738116,0.2136174440383911,0.2304792284965515,0.6690678596496582,0.0006039526517270133,0.3990962326526642,82.94031009674072,3.6384312510490417,0.5049970030784607,0.04870785756302491
20,0.026231811847537756,0.0002644526613266862,0.3233106695115566,0.020170500967651606,0.0012651527213852394,0.004605769626020144,0.24302059908707938,0.7960744251807531,-0.016506967062014155,0.41888895879189175,103.97432287534077,6.183684065937996,0.0027018874673861624,0.05873419733643916,0.017418892681598665,0.004664581641554833,0.33175955414772035,0.020524948090314864,0.0003117052499874262,0.19673337340354918,0.23419723212718963,0.6862345933914185,0.0006867103656986728,0.4176803708076477,86.71842975616455,4.468130740523338,0.5413768634200096,0.04432423053380246
21,0.026668740979706246,0.00044897632119500486,0.35400605325897533,0.01950163790024817,0.0015232158624864194,0.004623514134436846,0.23479436648388705,0.8015710512797037,-0.01592128174888785,0.4434325372179349,110.40171766281128,5.417065849217276,0.005425669841618704,0.0488507081532169,0.01678702384233475,0.0053047263179905714,0.3540531873703003,0.020463389158248902,0.0003256721975049004,0.17053017914295196,0.23516366481781006,0.6951643943786621,0.000884737039450556,0.4385632276535034,91.05125312805175,3.5504016280174255,0.3999964714050293,0.04703702576333517
22,0.02788881352171302,0.00048157932720490254,0.3384038296838601,0.019755455044408638,0.0017229875855816108,0.005681770873100807,0.25495080711940926,0.809081586698691,-0.005686924883775646,0.43966825927297276,108.69797579447429,5.311112709343433,0.008338351537834873,0.04857281544785005,0.018364924192428588,0.0034739225287921728,0.3164273500442505,0.020445280149579047,0.0002787132546359317,0.1688671201467514,0.24995447993278502,0.6850655436515808,0.000823681429028511,0.4143994450569153,85.9974292755127,4.23506224155426,0.3454883024096489,0.04563396489668331
23,0.03607688176756104,0.000460137624353744,0.31972669685880345,0.019658541462073725,0.0033756957099058127,0.004964759321107219,0.25390337718029815,0.8028897394736608,-0.0179199978520046,0.4247901414831479,105.74563256899516,4.971495340888699,0.006576030915463586,0.04593171643489056,0.01717795729637146,0.004095747182145715,0.30581365525722504,0.020177257433533668,0.0002192893847677624,0.18276931643486022,0.2555359244346619,0.6846930265426636,0.0007522340107243508,0.4085801124572754,84.96043033599854,6.236453211307525,0.3566508606076241,0.07205029231567703
24,0.03067280297788481,0.0005629315201834592,0.274153271690011,0.021246148118128378,0.0019979172542434753,0.006232697458472103,0.27583546626071137,0.8032270049055418,-0.009052429005047694,0.3948691946764787,97.76057982444763,4.754002618913849,0.00950804002180424,0.04797016352976679,0.019779124483466148,0.0019412593683227897,0.2641703963279724,0.020870742201805115,0.00016992841049159323,0.14634990990161895,0.26361520290374757,0.6907163143157959,0.0007199820538517088,0.3774970769882202,78.55025672912598,2.6583295702934264,0.14634130299091339,0.03413427139716863
25,0.024520102034633357,0.00042082266926020867,0.28520039841532707,0.020515973214060068,0.000884990306968055,0.005034864880144596,0.2714529037475586,0.8117878809571266,-0.0028425033888197504,0.40374398852388066,100.08249791463216,5.905066609382629,0.005159833435906573,0.0589781986411228,0.019794541597366332,0.0013518782099708915,0.2915349930524826,0.020128067582845688,0.00020367044030322745,0.1495607614517212,0.2605631113052368,0.6978717088699341,0.00045467551244655625,0.4041746497154236,84.06303062438965,5.901256866753101,0.1271567951887846,0.05767932014513942
26,0.025440351494277518,0.0002736812332007806,0.30144654711087543,0.020037012873217463,0.0011354039561031943,0.0046682276103335125,0.2768617272377014,0.8173515349626541,-0.017426120265554346,0.4236358900864919,104.71161063512166,6.456003266697128,0.0024395738343325015,0.059941644217256944,0.019689849019050597,0.0015873134485445916,0.28998208343982695,0.020153456181287766,0.00022474130858540775,0.13201431334018707,0.279887855052948,0.7114245295524597,0.000683750124881044,0.415350341796875,86.25851345062256,4.000147157907486,0.11636941954493522,0.043317605500326
27,0.028419107586766284,0.0003738129428256798,0.2997031422952811,0.019619210856035352,0.0018347418801134552,0.004580246653252591,0.28564992050329846,0.825029656291008,-0.0033992513999692164,0.4281392991542816,106.53911884625752,5.3610299055775,0.00295186742854033,0.049536888305556144,0.018529923632740974,0.0023814937798306347,0.292594712972641,0.020035215094685553,0.00017524045706522883,0.13318000882863998,0.2874895095825195,0.7151517271995544,0.0008963697706349194,0.42160757780075075,87.53122749328614,4.6503195524215695,0.14844512194395065,0.058963455377635164
28,0.02378070812361936,0.00047363673013478547,0.30302166442076367,0.019462191111718614,0.0009584307268634499,0.004741056201358636,0.28348317990700406,0.8300704459349314,-0.0044449913839343935,0.4318952572842439,107.1786093711853,5.85501932601134,0.00528411939618915,0.05447584265610803,0.019288817420601845,0.0012006880016997457,0.29737738370895384,0.019599075987935068,0.00017808594717791948,0.11825934946537017,0.28072458505630493,0.7158925294876098,0.0006633492826949805,0.4244801878929138,88.16998329162598,3.036856460571289,0.07402120977640152,0.0332252053057341
29,0.022929321974515915,0.0004901686465927924,0.3099777052799861,0.019805692912389834,0.0007227595386325447,0.00539700787824889,0.30076461533705395,0.8317605952421824,-0.005361607435285502,0.4497152554492156,111.63332502047221,5.760349303483963,0.006092912669979948,0.05151058865046679,0.018155065178871155,0.002986247930675745,0.3052982985973358,0.019970374926924706,0.00023418762866640465,0.1208483561873436,0.30292919278144836,0.7442214012145996,0.0018511667498387397,0.4447076618671417,92.40913848876953,4.849964261054993,0.23002146184444427,0.053126207985749394
30,0.02610255777835846,0.0004916740887968748,0.31429953252275783,0.0194603498869886,0.0014267764101110931,0.004763970015725742,0.2955591094990571,0.8457891816894213,-0.005321884049408254,0.45192801207304,112.38059616088867,5.9747694889083505,0.0035087518193298215,0.052094949096360754,0.018506713956594468,0.0015830109361559153,0.3014186143875122,0.01917969696223736,0.00018200564733081848,0.11001755446195602,0.2878253936767578,0.7269688010215759,0.001126153816585429,0.4338608384132385,90.13743495941162,4.166839587688446,0.10704578682780266,0.04604027321840187
31,0.026630420858661335,0.00038750786400972476,0.30251541795829934,0.019225414066265028,0.0015585029486958983,0.004784911308282365,0.30079354842503864,0.8366711288690567,-0.006660347545221157,0.4438429648677508,110.57071534792583,5.708779516940315,0.0030817746743802368,0.05260246046145387,0.019446174800395965,0.0010231596301309765,0.2886901170015335,0.019532717019319534,0.00018732353837549453,0.09052258729934692,0.30198935866355897,0.7387321472167969,0.001278229255694896,0.43054685592651365,89.43178462982178,3.1347073554992675,0.07069542333483696,0.034142842967557034
32,0.02815897933517893,0.0003604999307071921,0.29694591214259464,0.019980109995231032,0.0017078737574358627,0.005420731710425268,0.30666043733557063,0.8346891726056734,-0.0012654694631540526,0.4424239893754323,109.49289496739705,5.9477707495292025,0.004501583150461859,0.05395433602571739,0.01902973875403404,0.0011441057664342224,0.2905093848705292,0.019263557717204095,0.00018205733126706037,0.10138136148452759,0.29519235491752627,0.7275953173637391,0.0009589776600478217,0.42739259600639345,88.92597999572754,6.532455080747605,0.08148811347782611,0.06552464596162944
33,0.023263163243730862,0.000452203489336019,0.3227471237381299,0.0186190086727341,0.0010192716278349205,0.004596407370020946,0.28680870682001114,0.8300149614612261,-0.0032514888371224515,0.45342838143308956,112.00995596249898,6.563992054512103,0.003871788796459441,0.059072224475607726,0.018740666285157203,0.0012984170054551214,0.3138014853000641,0.019017697498202323,0.0002042772041477292,0.09599648714065552,0.2885191738605499,0.7286231398582459,0.0009769157943082974,0.4436996340751648,92.39340076446533,4.605509579181671,0.06398380547761917,0.05384435077746809
34,0.0249803305681174,0.0004216380470059751,0.3246389689544837,0.019248958948689204,0.0012306019326994526,0.00534664587272952,0.30019674450159073,0.8336245939135551,-0.0009348671634749431,0.4598446885744731,114.04228734970093,5.994404427707195,0.004531980099879244,0.05130130326315113,0.019076337292790412,0.001146106541273184,0.312393581867218,0.01926647499203682,0.00019119375401714932,0.08858775123953819,0.2942372798919678,0.747464656829834,0.000883139917277731,0.44627187252044676,92.87309474945069,4.326240241527557,0.05817590765655041,0.0493984619091277
