mse,rmse,mae,r2,best_val_mse_loss,fold
13.840338706970215,3.7202606201171875,2.8266100883483887,0.2270260453224182,13.840339790344238,1
13.874302864074707,3.724822521209717,2.82188081741333,0.23822635412216187,13.87430298614502,2
13.456281661987305,3.6682803630828857,2.737961530685425,0.236397385597229,13.456281112670899,3
13.948193550109863,3.7347280979156494,2.900787115097046,0.2106887698173523,13.948192840576171,4
14.301977157592773,3.7817955017089844,2.8708832263946533,0.21714401245117188,14.301977157592773,5
