user_id,pto_pred,target
346,8.619367,12
347,5.4707317,8
348,6.9694715,16
349,7.640186,6
350,3.6231177,3
351,4.549,7
352,5.005074,3
353,5.8921123,3
354,3.5880625,1
355,6.0923066,4
356,1.7451786,0
357,3.7388341,8
358,0.7067969,0
359,4.9698014,5
360,5.9884944,3
361,4.509599,3
362,2.169179,1
363,3.444301,3
364,4.1589823,6
365,3.4766486,2
366,6.5638695,3
367,4.6890798,6
368,0.7067969,0
369,5.4102936,9
370,6.3069253,3
371,4.7779994,0
372,3.1938574,2
373,4.354034,2
374,5.8962817,2
375,3.3398902,3
376,8.174096,1
377,2.5277443,0
378,6.090488,17
379,3.7847676,12
380,0.4702112,0
381,5.454001,6
382,0.4702112,12
383,4.9136686,11
384,5.136142,4
385,0.4702112,0
386,4.3306513,4
387,1.1236496,1
388,3.3893793,3
389,8.052479,11
390,7.492167,8
391,6.674726,9
392,2.8678515,0
393,0.4702112,0
394,6.805836,10
395,7.2521243,11
396,1.4268144,0
397,4.565935,4
398,2.7476225,1
399,0.8462328,0
400,3.090718,9
401,3.5852966,4
402,3.5427897,0
403,2.3878357,0
404,4.9839015,3
405,6.8150325,1
406,0.4702112,0
407,1.3222452,0
408,4.270758,2
409,7.9081235,7
410,3.4049923,3
411,8.429517,4
412,0.91027915,2
413,5.7102923,8
414,2.3878357,3
415,5.319918,5
416,7.250235,15
417,2.7800066,0
418,1.1047195,0
419,4.537067,1
420,2.2753518,0
421,7.6898065,8
422,8.075811,18
423,3.998427,7
424,7.7376885,9
425,7.568033,16
426,5.7464194,12
427,2.3878357,1
428,2.3878357,1
429,0.4702112,1
430,4.2701635,5
431,4.9382215,1
432,7.515565,10
433,4.170266,6
434,4.8608584,4
435,4.3804097,1
436,7.460955,6
437,6.6363606,0
438,6.2028837,5
439,0.7601344,0
440,0.4702112,0
441,7.477084,8
442,4.2324195,6
443,6.12077,14
444,3.2594392,2
445,6.9089155,10
446,0.73787254,0
447,5.093202,6
448,2.937558,0
449,7.739924,11
450,7.9673305,5
451,4.9386277,4
452,0.4702112,0
453,0.4702112,0
454,5.0157895,0
455,2.5565674,8
456,4.968127,3
457,4.3643517,2
458,6.115111,2
459,8.397227,2
460,5.454862,8
461,0.4702112,0
462,0.4702112,1
463,6.206845,3
464,6.1830754,9
465,4.795103,0
466,0.4702112,8
467,3.1020885,8
468,2.3878357,0
469,0.4702112,5
470,0.4702112,1
471,0.8643825,1
472,7.18667,4
473,6.0901017,1
474,4.8750033,7
475,5.446222,2
476,8.291132,10
477,3.6920977,0
478,5.574596,3
479,0.8450169,0
480,7.0560584,6
481,4.556106,7
482,3.3695166,7
483,6.5194097,9
484,5.3426323,0
485,2.7482126,5
486,7.5877185,8
487,0.8428969,0
488,6.2632747,12
489,7.8150096,7
490,4.786611,1
491,0.4702112,0
492,4.1232386,6
493,2.8844507,1
494,3.1583276,0
495,8.585255,10
496,3.4655297,8
497,3.607744,1
498,4.07789,3
499,1.0087638,0
500,4.329973,6
501,4.9371686,2
502,3.71296,5
503,4.106291,6
504,5.0966372,7
505,3.6392546,0
506,5.655096,1
507,0.4702112,0
508,2.9593303,2
509,7.9160476,9
510,7.7098784,10
511,4.96253,4
512,2.3878357,11
513,2.3878357,1
514,6.756387,14
515,6.0629535,4
516,7.208215,6
517,3.3657978,4
518,4.3570027,0
519,0.37915015,2
520,7.805571,10
521,3.2462895,0
522,7.1856537,5
523,5.9444995,10
524,3.1866155,4
525,7.226884,3
526,6.4231124,6
527,2.9161153,5
528,7.3304443,15
529,4.638556,8
530,0.4702112,0
531,9.890832,22
532,6.1131835,5
533,5.468032,2
534,5.941103,1
535,0.4702112,2
536,0.4702112,0
537,5.130014,8
538,1.7580575,0
539,6.837902,13
540,8.537188,11
541,5.885612,15
542,3.0979793,7
543,7.5313463,18
544,6.547774,5
545,4.9137287,4
546,4.8094187,1
547,4.2674828,0
548,3.3648088,0
549,5.0915265,3
550,3.8128088,4
551,0.4702112,0
552,6.701694,0
553,1.5812252,0
554,6.1964746,4
555,5.166017,2
556,1.3222452,0
557,4.9431787,5
558,6.804349,11
559,7.5031657,8
560,9.589902,9
561,4.7329655,3
562,7.274192,2
563,6.799992,6
564,7.822507,1
565,6.615126,3
566,2.7913783,0
567,2.4646566,0
568,2.3878357,0
569,0.4702112,0
570,2.0433066,0
571,1.3222452,0
572,8.243627,10
